378466,5
1197533,0
89370,7
1018694,8
783696,7
366018,5
58141,4
1111497,0
155638,0
868917,0
127473,0
146542,0
635772,1
582561,0
120128,0
120126,0
120127,0
410345,0
1384469,0
458333,0
401249,11
629390,0
97151,9
776281,0
776282,1
322903,1
322900,0
1673224,0
286237,1
274,2
286232,0
1074831,0
1199075,3
286239,3
286238,2
140355,10
584245,0
816183,0
140354,4
319693,0
247490,0
1293518,0
1099622,0
623633,0
17257,0
63027,0
510589,1
63021,0
95798,1
95797,0
235966,2
10701,0
668966,1
10707,0
367153,6
53735,0
22743,5
21619,1
247467,13
21614,1
247465,0
21616,2
21611,30
247498,2
49563,7
21612,27
1383114,0
1383115,0
1383116,0
818564,5
1383113,1
250999,4
250998,0
874355,2
306949,3
633321,0
250993,3
250992,1
250991,1
306947,0
250997,9
306941,0
250995,1
250994,0
1080508,0
168082,1
125403,1
168087,10
707839,1
707838,0
362654,1
1305011,0
1305010,0
160258,3
160259,0
160256,12
948196,3
160254,1
160253,3
160250,4
160251,3
158719,0
20157,2
708380,0
708381,0
708382,0
246724,0
158714,1
320504,0
320509,0
823060,0
870184,2
488783,0
1595704,0
1595705,0
1595706,0
1595707,1
1595700,0
1595701,0
528827,1
1595703,0
871273,0
1595708,0
851166,0
415436,0
1634362,0
739102,4
540189,0
559849,0
13058,2
13059,0
1260215,0
379107,0
13056,26
13057,3
13055,0
304542,0
22745,1
323892,0
844287,0
844281,0
58703,1
869836,1
869834,0
1506615,0
1060287,0
655919,0
242146,0
599241,3
599243,3
599242,4
599245,2
599244,0
303239,0
599248,0
27612,9
97939,0
495890,0
97931,0
44705,8
193177,0
1100565,0
381181,1
1506910,0
1506913,0
446240,0
1506912,1
463404,0
7354,45
1460017,0
1460016,0
1460015,0
1460014,0
1460013,0
8548,1
1460011,0
1460010,1
8544,15
828137,0
8541,1
1038080,1
8543,1
1460018,0
92260,0
23518,37
257658,1
1618243,0
145432,0
1595229,0
223209,0
1607191,1
1194350,1
1037192,0
1037193,0
1037197,0
1544760,0
192226,0
26568,0
192221,9
1108913,0
60909,2
107896,0
650937,0
650936,3
650932,0
1094825,0
1094824,0
1094827,0
1094826,0
1094821,0
1094820,0
1094823,0
1094822,0
1156309,0
1156308,0
1546737,0
150169,1
519613,2
1156301,0
1156300,0
1156303,0
65267,0
1156305,0
214538,0
1156307,0
1156306,3
92885,3
250564,0
1344739,0
453129,0
464593,0
464590,0
267509,7
519614,0
572086,1
1369009,0
1369006,0
1253617,2
1369005,0
1369002,0
1369003,0
1369000,1
1369001,0
1344735,0
1344734,0
425687,0
93136,0
1344737,0
93132,0
41067,4
1344731,0
733319,0
41061,0
1366714,0
310901,0
1014590,0
1507357,0
957733,3
373495,1
1483366,0
1483367,0
1483364,0
1483365,0
1483362,0
1483363,0
1483360,0
1483361,3
1078685,1
562870,0
1483368,0
1483369,0
436938,1
996162,0
141848,4
141849,16
141847,0
141844,3
141842,2
141843,1
105636,0
1432543,0
1092282,0
146319,2
560655,2
1091950,0
357202,0
146316,0
413487,0
413484,0
413485,0
1038182,0
1252566,0
1252567,0
171075,11
879027,1
879020,0
1150796,1
911794,0
766605,0
766606,1
766601,1
766609,2
191148,3
1071933,1
210324,0
210325,0
210326,1
247230,6
802870,3
297910,1
1013063,0
376789,0
409747,1
802877,1
1289857,1
23513,3
195515,0
265107,3
800433,0
102360,0
102361,0
6811,0
6810,4
15703,6
6814,2
6816,9
9752,0
842287,0
1196060,0
398082,0
1196067,0
24147,0
302743,0
1091234,0
398081,4
24149,0
1152105,2
341060,3
59951,5
59950,0
1159218,0
1236819,0
584967,0
137180,2
137181,0
906313,3
54275,1
142347,8
142340,0
142342,1
142343,1
157713,3
142348,1
142349,2
1103855,0
648019,0
1000502,0
1000500,1
1000507,3
1201666,0
713328,0
713329,0
713326,1
643790,0
822691,0
822696,0
565773,0
565770,0
447388,0
1497084,0
1067915,2
170132,6
1418684,0
170130,17
170131,3
1418681,0
677450,7
1418683,0
170135,2
1418689,0
1418688,4
30331,2
169929,0
234560,1
76164,0
234566,4
1161372,0
688725,0
562096,0
562094,0
562095,0
562093,0
562090,0
562091,0
72394,5
72396,0
72397,3
72391,4
72392,2
72393,4
659518,0
586371,0
299512,0
1194421,1
72398,1
72399,0
598194,0
115274,9
115275,0
115276,0
115277,3
1051021,1
115278,0
1051027,2
35214,11
35215,15
35216,6
35210,0
35211,10
35212,2
