aminerKey,dblpKey,title
824956,2895736,A performance evaluation of local descriptors.
1892065,1991424,The Influence of Input and Output Measurement Noise on Batch-End Quality Prediction with Partial Least Squares.
2014316,2891892,Learning Cross-Domain Information Transfer for Location Recognition and Clustering.
169682,2276189,An ALgorithm for Learning Hierarchical Classifiers.
458665,2276183,Scaling Boosting by Margin-Based Inclusionof Features and Relations.
458243,2276182,COBBIT - A Control Procedure for COBWEB in the Presence of Concept Drift.
1100118,2276181,Semi-definite Manifold Alignment.
1177877,2276180,Distributional Features for Text Categorization.
1100053,2276187,Dual Strategy Active Learning.
458375,2276186,Composing Functions to Speed up Reinforcement Learning in a Changing World.
1665131,2276185,Sequence Discrimination Using Phase-Type Distributions.
458311,2276184,Learning to Solve Complex Tasks for Reactive Systems (Extended Abstract).
883811,2888753,Unsupervised Learning of Categories from Sets of Partially Matching Image Features.
592351,2888752,Interactive Sensor Planning.
501642,2866579,Perspective on Data Mining from Statistical Viewpoints.
1603723,2866578,A Game Theoretic Approach for Feature Clustering and Its Application to Feature Selection.
1661171,2888756,Curved glide-reflection symmetry detection.
1393133,2866575,"Class Noise vs Attribute Noise: Their Impacts, Detection and Cleansing."
501502,2866577,Heuristic for Ranking the Interestigness of Discovered Knowledge.
1393231,2866571,Incremental Learning of Support Vector Machines by Classifier Combining.
874971,1722062,Reconciling while tolerating disagreement in collaborative data sharing.
501975,2866573,Text Categorization Using Weight Adjusted k-Nearest Neighbor Classification.
1411107,2866572,Sparse Kernel-Based Feature Weighting.
1642266,2911231,Subject-oriented top-k hot region queries in spatial dataset.
2025143,1991456,Pattern-Based Solution Risk Model for Strategic IT Outsourcing.
458282,2276455,A Comparitive Utility Analysis of Case-Based Reasoning and Control-Rule Learning Systems.
458395,2276454,Asymmetric Co-evolution for Imperfect-Information Zero-Sum Games.
458315,2276456,Learning Different Types of New Attributes by Combining the Neural Network and Iterative Attribute Construction.
458382,2276451,Error Estimators for Pruning Regression Trees.
169656,2276450,A Multistrategy Learning System and Its Integration into an Interactive Floorplanning Tool.
1665129,2276453,Pertinent Background Knowledge for Learning Protein Grammars.
463130,1431439,"Query Optimization for KBMSs: Temporal, Syntactic and Semantic Transformantions."
342587,2519979,Applications of generalized support vector machines to predictive modeling.
1872368,2519974,Multi-source learning for joint analysis of incomplete multi-modality neuroimaging data.
342643,2519976,Real world performance of association rule algorithms.
342610,2519977,Efficient discovery of error-tolerant frequent itemsets in high dimensions.
1872320,2519970,Efficient evaluation of large sequence kernels.
1991888,2519971,Redundancy-aware maximal cliques.
823348,2519972,Query chains: learning to rank from implicit feedback.
881571,2519973,Mining citizen science data to predict orevalence of wild bird species.
224478,3132143,Semantics and Complexity of Abduction from Default Theories.
1279378,3132141,A Structure-Based Variable Ordering Heuristic for SAT.
1274525,3132140,A Representation for Natural Category Systems.
1206979,1431438,Secure Enterprise Services Consumption for SaaS Technology Platforms.
1697480,3081157,Mining Neighbors' Topicality to Better Control Authority Flow.
179753,2142250,Improving Learning Performance Through Rational Resource Allocation.
2014143,2891487,Efficient Detector Adaptation for Object Detection in a Video.
1015331,1948308,Privacy-Preserving Indexing of Documents on the Network.
199809,2911568,Algebraic Query Languages on Temporal Databases with Multiple Time Granularities.
1130935,2911567,Answering questions with authority.
1131009,2911566,Semi-supervised metric learning by maximizing constraint margin.
907484,2911564,The real-time nature and value of homeland security information.
1019166,2911563,Selective user interaction.
2007945,2911562,Timeline adaptation for text classification.
1919859,2911561,You should read this! let me explain you why: explaining news recommendations to users.
529195,2142252,Rapid Development of a High Performance Knowledge Base for Course of Action Critiquing.
1641939,2909703,Tag clouds revisited.
1967803,3081034,Near-Duplicate Detection for Online-Shops Owners: An FCA-Based Approach.
1697446,3081035,Collaborative Filtering: The Aim of Recommender Systems and the Significance of User Ratings.
1195848,3081032,A Probabilistic Retrieval Model for Semistructured Data.
682216,1431145,Relative Prefix Sums: An Efficient Approach for Querying Dynamic OLAP Data Cubes.
1206989,1431144,OPAQUE: Protecting Path Privacy in Directions Search.
1130876,2909708,Can phrase indexing help to process non-phrase queries?
907567,2909709,A neighborhood-based approach for clustering of linked document collections.
1274133,3137467,Semantic Resolution for Horn Sets.
1387568,3081038,Corpus-Based Thesaurus Construction for Image Retrieval in Specialist Domains.
1715618,3081039,Document Identifier Reassignment Through Dimensionality Reduction.
1606015,2518548,Thriving as a data miner in the real world.
592040,2893139,Multi-Scale Classification of 3-D Objects.
1502534,2893138,Value Directed Learning of Gestures and Facial Displays.
883992,2893135,Multi-View Stereo Revisited.
2032911,3132974,Sufficiency-Based Selection Strategy for MCTS.
1392504,3081152,Language Model Based Query Classification.
881573,2518735,Discovering significant OPSM subspace clusters in massive gene expression data.
1214699,2518736,User grouping behavior in online forums.
1872236,2518730,Linear space direct pattern sampling using coupling from the past.
342640,2518733,Discovering associations with numeric variables.
1992117,2155737,Exploring student predictive model that relies on institutional databases and open data instead of traditional questionnaires.
560825,2911314,Integrity Constraints Representation in Object-Oriented Databases.
1055807,2155734,Information retrieval and knowledge discovery on the semantic web of traditional chinese medicine.
1130981,2911315,Data degradation: making private data less sensitive over time.
1100178,1701158,Uncovering Fraud in Direct Marketing Data with a Fraud Auditing Case Builder.
477790,1701159,Querying Inductive Databases: A Case Study on the MINE RULE Operator.
478616,1701156,Finding Hidden Factors UsingIndependent Component Analysis.
1495549,1701157,A Concise Representation of Association Rules Using Minimal Predictive Rules.
477485,1701154,Pattern Based Browsing in Document Collections.
1496812,1700154,Flu Detector - Tracking Epidemics on Twitter.
1495559,1700209,Kantorovich Distances between Rankings with Applications to Rank Aggregation.
1617377,1700208,iDVS: An Interactive Multi-document Visual Summarization System.
893105,1949189,Relaxing Join and Selection Queries.
477982,1700200,Optimizing Disjunctive Association Rules.
477959,1700203,Analyzing an Email Collection Using Formal Concept Analysis.
1495596,1700156,Learning to Tag from Open Vocabulary Labels.
1495594,1700205,Exploration in Relational Worlds.
799751,1700207,Learning from Little: Comparison of Classifiers Given Little Training.
463592,1435245,Transaction Support in a Log-Structured File System.
463435,1435246,Can OODB Technology Solve CAD Design Data Management Problems? (Panel Abstract).
1206984,1435247,Predicting Multiple Metrics for Queries: Better Decisions Enabled by Machine Learning.
1206653,1435240,Robust Stratified Sampling Plans for Low Selectivity Queries.
565462,1435241,Computing Temporal Aggregates.
660621,1435242,Discovery and Application of Check Constraints in DB2.
592043,2893799,Face Detection With Information-Based Maximum Discrimination.
1884112,2893798,"Shape, albedo, and illumination from a single image of an unknown object."
1206570,1435248,Simultaneous Equation Systems for Query Processing on Continuous-Time Data Streams.
464216,1435249,Delta-Sets for Optimized Reactive Adaptive Playout Management in Distributed Multimedia Database Systems.
783476,2908603,Goal-oriented methods and meta methods for document classification and their parameter tuning.
1978688,2072879,Efficient Algorithms for Finding Richer Subgroup Descriptions in Numeric and Nominal Data.
1642144,2909250,Item categorization in the e-commerce domain.
2014405,2891488,Scene Text Recognition Using Part-Based Tree-Structured Character Detection.
1750641,2890445,Wide-angle micro sensors for vision on a tight budget.
466652,2072878,Mining Image Features for Efficient Query Processing.
1992185,2152816,Towards real-time collaborative filtering for big fast data.
869535,2152814,Optimizing scoring functions and indexes for proximity search in type-annotated corpora.
1190163,2152812,An effective semantic search technique using ontology.
1992021,2152813,Optimization of ads allocation in sponsored search.
956694,2152810,Construction by linking: the linkbase method.
2062730,2152811,Defending against user identity linkage attack across multiple online social networks.
1992184,2152819,SAMOA: a platform for mining big data streams.
1270306,2145709,Efficient Optimization of Information-Theoretic Exploration in SLAM.
1481257,2145703,A Low False Negative Filter for Detecting Rare Bird Species from Short Video Segments using a Probable Observation Data Set-based EKF Method.
52287,2145707,A Theory of Action for MultiAgent Planning.
1415746,3080808,Improving Complex Interactive Question Answering with Wikipedia Anchor Text.
1195863,3080805,Part of Speech Based Term Weighting for Information Retrieval.
1967814,3080806,Domain Adaptation of Statistical Machine Translation Models with Monolingual Data for Cross Lingual Information Retrieval.
1415719,3080807,Exploring the Effects of Language Skills on Multilingual Web Search.
2025156,1991421,Feature Representation for Customer Attrition Risk Prediction in Retail Banking.
1919845,2911513,Mining noisy tagging from multi-label space.
1697430,3080802,"News Comments: Exploring, Modeling, and Online Prediction."
1967796,3080803,Improving Cyberbullying Detection with User Context.
1393168,2866966,gPrune: A Constraint Pushing Framework for Graph Pattern Mining.
1607966,2866967,Evaluating Pattern Set Mining Strategies in a Constraint Programming Framework.
501221,2866964,Modelling Decision Tables from Data.
501212,2866965,Point Estimation Using the Kullback-Leibler Loss Function and MML.
1992502,2154559,Subgraph frequencies: mapping the empirical and extremal geography of large graph collections.
1992268,2154558,Can we use linked data semantic annotators for the extraction of domain-relevant expressions?
1393142,2866961,Consistency Based Attribute Reduction.
754085,2154555,A method for transparent admission control and request scheduling in e-commerce web sites.
869612,2154554,Using proportional transportation similarity with learned element semantics for XML document clustering.
907533,2909254,Automatic computation of semantic proximity using taxonomic knowledge.
1560254,2154556,Adapting a map query interface for a gesturing touch screen interface.
1560306,2154551,Location specific summarization of climatic and agricultural trends.
1196040,2866969,Centroid Neural Network with Spatial Constraints.
77941,1948532,Argument Reduction by Factoring.
1400051,2153200,Navigational complexity in web interactions.
1642295,2908608,Data-thirsty business analysts need SODA: search over data warehouse.
1750513,2896683,Global stereo matching leveraged by sparse ground control points.
1273068,3135282,A Breadth-First Parsing Model.
879702,2552179,Concept-based biomedical text retrieval.
1279266,3135284,On the Design of Social Diagnosis Algorithms for Multi-Agent Teams.
783549,2911516,CiteSeer-API: towards seamless resource location and interlinking for digital libraries.
987325,2552175,The DILIGENT framework for distributed information retrieval.
1074151,2552174,A topical PageRank based algorithm for recommender systems.
987400,2552176,IR-Toolbox: an experiential learning tool for teaching IR.
1598355,2552171,A site oriented method for segmenting web pages.
169813,2552173,Document and Passage Retrieval Based on Hidden Markov Models.
1988888,2552172,The cluster hypothesis for entity oriented search.
35936,2552443,Illustrated Description of an Interactive Knowledge-Based Indexing System.
1642253,2908609,Predicting the optimal ad-hoc index for reachability queries on graph databases.
838456,2909256,Trust-based collaborative filtering.
1489118,1991561,Mining Concept Similarities for Heterogeneous Ontologies.
1482249,2911517,Result-size estimation for information-retrieval subqueries.
1450984,2552442,Late fusion of compact composite descriptorsfor retrieval from heterogeneous image databases.
1451182,2518282,Why label when you can search?: alternatives to active learning for applying human resources to build classification models under extreme class imbalance.
824683,1949181,Efficiently Processing Queries on Interval-and-Value Tuples in Relational Databases.
1273070,3134482,Word Formation in Natural Language Processing Systems.
1289399,3134483,Decentralized Search in Networks Using Homophily and Degree Disparity.
1272813,3135759,A Simple Method for Recovering a Relative Depth Map in the Case of a Translating Sensor.
334017,1721478,Monitoring Business Processes through Event Correlation based on Dependency Model.
273891,1721476,Fast Algorithms for Projected Clustering.
86948,1721475,A Performance Evaluation of Pointer-Based Joins.
874979,1721474,Forensic analysis of database tampering.
252361,1721473,State of the Art in Workflow Management Research and Products.
152943,1721472,The LRU-K Page Replacement Algorithm For Database Disk Buffering.
248853,1721471,CQ: A Personalized Update Monitoring Toolkit.
1274318,3135754,Semantic Modeling for Deductive Question-Answering.
2007994,2909258,An empirical study of top-n recommendation for venture finance.
1055784,2151899,User behavior oriented web spam detection.
1992524,2151898,Which vertical search engines are relevant?
1055776,2151897,Personalized view-based search and visualization as a means for deep/semantic web data access.
2055456,2151895,The company you keep: mobile malware infection rates and inexpensive risk indicators.
1992106,2151894,Multimedia information retrieval on the social web.
1747049,2151893,GPU-based minwise hashing: GPU-based minwise hashing.
1190206,2151892,PAKE-based mutual HTTP authentication for preventing phishing attacks.
1055800,2151890,Web people search: results of the first evaluation and the plan for the second.
1489139,1991427,Trajectory Clustering for Vibration Detection in Aircraft Engines.
660007,1431973,Indexing Spatio-Temporal Data Warehouses.
463918,1431970,A Structure Based Schema Integration Methodology.
463273,1431971,Database Structure and Discovery Tools for Integrated Circuit Reliability Evaluation.
1476368,2139969,Ad Hoc Attribute-Value Prediction.
1206678,1431974,Privacy: Theory meets Practice on the Map.
1270420,2139966,ARMOR Security for Los Angeles International Airport.
1992411,2153020,A framework for benchmarking entity-annotation systems.
1055720,2153021,Privacy-enhanced sharing of personal content on the web.
1400110,2153022,Keyword search over key-value stores.
1190065,2153023,StatSnowball: a statistical approach to extracting entity relationships.
480783,1949187,Active Database Systems (Abstract).
1275202,3136197,Collapsed Variational Dirichlet Process Mixture Models.
576097,2193623,View-based query containment.
629635,2071750,"Multivariate supervised discretization, a neighborhood graph approach."
461922,1432268,Titan: A High-Performance Remote Sensing Database.
565461,1431233,A Similarity Graph-Based Approach to Declustering Problems and Its Application towards Paralleling Grid Files.
283140,2144898,Monte Carlo Localization: Efficient Position Estimation for Mobile Robots.
1250259,2144895,A Framework for Optimal Sequential Planning in Multiagent Settings.
1214704,2517688,Constant-factor approximation algorithms for identifying dynamic communities.
529656,2144891,A Mechanism for Group Decision Making in Collaborative Activity.
1477334,2144890,Regularity and Structure.
1250631,2144893,Planning with First-Order Temporally Extended Goals using Heuristic Search.
280460,2517689,A Study of Support Vectors on Model Independent Example Selection.
316493,2909992,A Framework for Designing Update Objects to Improve Server Scalability in Intermittently Synchronized Databases.
397169,2694762,PageRank: HITS and a Unified Framework for Link Analysis.
769455,2152045,Computing personalized pageranks.
1747132,2152044,Music retagging using label propagation and robust principal component analysis.
807385,2152047,A comprehensive comparative study on term weighting schemes for text categorization with support vector machines.
915351,2072876,Regularized Least Absolute Deviations Regression and an Efficient Algorithm for Parameter Tuning.
869640,2152041,Community discovery and analysis in blogspace.
1992148,2152043,Rule-based opinion target and aspect extraction to acquire affective knowledge.
1250622,2145453,A Computational Model of Logic-Based Negotiation.
1560162,2152048,OntoWiki mobile: knowledge management in your pocket.
1477321,2142528,"Explanation, Irrelevance, and Statistical Independence."
800544,1431719,Postgres-R(SI): Combining Replica Control with Concurrency Control based on Snapshot Isolation.
1477337,2144273,Analysis of the Internal Representations in Neural Networks for Machine Intelligence.
1894773,2144272,Generalizing and Executing Plans.
1269564,2144279,Controlling Tiny Multi-Scale Robots for Nerve Repair.
1195835,3080972,Revisiting IR Techniques for Collaborative Search Strategies.
869616,2154139,Estimating required recall for successful knowledge acquisition from the web.
1055883,2155404,Automatic web image selection with a probabilistic latent topic model.
1055716,2155407,iRobot: an intelligent crawler for web forums.
1747113,2155400,"Collecting, reusing and executing private workflows on social network platforms."
1190201,2155401,sMash: semantic-based mashup navigation for data API network.
956573,2155402,From SPARQL to rules (and back).
330786,2155403,"Mixed-initiative, multi-source information assistants."
1747166,2155408,Targeting online communities to maximise information diffusion.
1770381,1720430,"JustMyFriends: full SQL, full transactional amenities, and access privacy."
960268,1720431,Updating a cracked database.
1217227,1720432,Query optimizers: time to rethink the contract?
1217169,1720433,Self-organizing tuple reconstruction in column-stores.
810099,1720434,ProDA: a suite of web-services for progressive data analysis.
1063590,1720435,XRPC: distributed XQuery and update processing with heterogeneous XQuery engines.
960301,1720436,Progressive optimization in a shared-nothing parallel database.
1190058,2154132,Fast dynamic reranking in large graphs.
274151,1720438,TAM: A System for Dynamic Transactional Activity Management.
654488,1720439,Adaptive Filters for Continuous Queries over Distributed Data Streams.
1372696,2243321,Efficient physical operators for cost-based XPath execution.
397430,1723169,Software as a service: ASP and ASP aggregation.
411565,1723167,An Optimality Theory of Concurrency Control for Databases.
116071,1723166,Optimization of Object-Oriented Recursive Queries using Cost-Controlled Strategies.
960302,1723165,The case for a wide-table approach to manage sparse relational data sets.
274144,1723164,Database Patchwork on the Internet.
1292496,2909854,Robust record linkage blocking using suffix arrays.
1063549,1723161,Efficient and scalable statistics gathering for large databases in Oracle 11g.
458836,2243326,Estimating Answer Sizes for XML Queries.
458561,2243325,VAR-PAGE-LRU A Buffer Replacement Algorithm Supporting Different Page Sizes.
915300,2071656,Comparisons of K-Anonymization and Randomization Schemes under Linking Attacks.
1250159,2146900,Mereological Semantics for Bio-Ontologies.
413621,2909855,Thematic mapping - from unstructured documents to taxonomies.
1268735,3136360,Decidable Reasoning in Terminological Knowledge Representation Systems.
1250486,2146903,Strategic Sales Management in an Autonomous Trading Agent for TAC SCM.
1478490,2146906,Reinforcement Learning with a Hierarchy of Abstract Models.
1270323,2144391,Expectation-Based Versus Potential-Aware Automated Abstraction in Imperfect Information Games: An Experimental Comparison Using Poker.
458531,2242377,Generalized Bottom-Up Query Evaluation.
278826,2193361,Mining Optimized Association Rules for Numeric Attributes.
2006029,2909853,Efficient hierarchical clustering of large high dimensional datasets.
1274847,3130368,Model-Based Optimization of Testing through Reduction of Stimuli.
1884325,2889576,RGB-(D) scene labeling: Features and algorithms.
1355039,1853205,Measuring the reusability of test collections.
11798,2193360,Convergence of Sideways Query Evaluation.
578705,2141587,Reinforcement Learning of Coordination in Cooperative Multi-Agent Systems.
266208,2141583,Fast Probabilistic Modeling for Combinatorial Optimization.
1478630,2141588,Agents Contracting Tasks in Non-Collaborative Environments.
283351,2141589,Towards Bounded Optimal Meta-Level Control: A Case Study.
987318,2550921,VideoReach: an online video recommendation system.
879654,2550922,First large-scale information retrieval experiments on turkish texts.
448773,2550923,The Unified Probabilistic Model for IR.
1270368,2146128,Distributed Reasoning with Conflicts in a Multi-Context Framework.
280867,2550929,Improving Retrieval on Imperfect Speech Transcriptions (poster abstract).
578772,2146124,The OD Theory of TOD: The Use and Limits of Temporal Information for Object Discovery.
1270220,2146122,Importance of Semantic Representation: Dataless Classification.
1499572,2146121,Lazy Decision Trees.
651483,2146120,Tabu Search Techniques for Large High-School Timetabling Problems.
883936,2891992,Uncertainty Models in Quasiconvex Optimization for Geometric Reconstruction.
1250313,2140988,CaBMA: Case-Based Project Management Assistant.
1270404,2140987,Social Interaction under Uncertainty in Multi Agent Systems.
1250393,2140986,Deeper Natural Language Processing for Evaluating Student Answers in Intelligent Tutoring Systems.
1269682,2140985,Computing Pure Nash Equilibria in Symmetric Action Graph Games.
1250596,2140983,A Direct Evolutionary Feature Extraction Algorithm for Classifying High Dimensional Data.
1478657,2140981,Reasoning Precisely with Vague Concepts.
1269782,2140980,Evolutionary and Lifetime Learning in Varying NK Fitness Landscape Changing Environments: An Analysis of Both Fitness and Diversity.
646864,2141638,Probabilistic Semantics for Cost Based Abduction.
1269643,2141636,SenseRelate: : TargetWord-A Generalized Framework for Word Sense Disambiguation.
180207,2141634,Finding Multivariate Splits in Decision Trees Using Function Optimization.
578709,2141635,Distributed Breakout Revisited.
578769,2141632,An Average-Case Analysis of Graph Search.
458865,2242922,Management of Dynamic Location Information in DOMINO.
1688281,2242923,Towards Expressive Publish/Subscribe Systems.
458776,2242921,Tamino - An Internet Database System.
458554,2242926,Querying TSQL2 Databases with Temporal Logic.
1962348,2242927,SkyDiver: a framework for skyline diversification.
1181239,2242924,Indexing density models for incremental learning and anytime classification on data streams.
1181218,2242928,Processing probabilistic spatio-temporal range queries over moving objects with uncertainty.
1044467,2242929,Cost-based query optimization for complex pattern mining on multiple databases.
1469419,2142589,Learning to Control a Dynamic Physical System.
283339,2142588,Using Formal Meta-Data Descriptions for Automated Ecological Modeling.
1270157,2142580,Adaptive Traitor Tracing with Bayesian Networks.
1535400,2073570,An Extensive Empirical Study on Semi-supervised Learning.
785369,2073577,Cost-Guided Class Noise Handling for Effective Cost-Sensitive Learning.
1269815,2142584,Joint Inference in Information Extraction.
266376,2142587,Experimenting with Power Default Reasoning.
301910,2142586,MURDOCH: Publish/Subscribe Task Allocation for Heterogeneous Agents.
1250116,2142192,Multiagent Coalition Formation for Computer-Supported Cooperative Learning.
993326,1948809,Spatial Management of Data (Abstract).
481613,1948808,Query Processing in Tertiary Memory Databases.
1214756,2520290,Can we learn a template-independent wrapper for news article extraction from a single training site?
993208,1948805,Some Comments on Human Archival Memory as a Very Large Data Base.
1015353,1948807,XISS/R: XML Indexing and Storage System using RDBMS.
566121,1948806,Combining Theory and Practice in Integrity Control: A Declarative Approach to the Specification of a Transaction Modification Subsystem.
1022257,1948801,iTrails: Pay-as-you-go Information Integration in Dataspaces.
993354,1948803,Database Concurrent Processor.
812411,2888226,Integral Histogram: A Fast Way To Extract Histograms in Cartesian Spaces.
1606026,2520292,An iterated graph laplacian approach for ranking on manifolds.
479789,1947530,Buffering and Read-Ahead Strategies for External Mergesort.
1605933,2520294,Online active inference and learning.
1988834,2552435,"An effective implicit relevance feedback technique using affective, physiological and behavioural features."
86521,2552436,Knowledge-Based Retrieval of Office Documents.
448774,2552437,Explanation and Generalization of Vector Models in Information Retrieval.
642995,2552430,Probabilistic term variant generator for biomedical terms.
1227721,2552432,Reciprocal rank fusion outperforms condorcet and individual rank learning methods.
677101,2552433,An Evaluation of Query Processing Strategies Using the TIPSTER Collection.
1292579,2909483,Blog cascade affinity: analysis and prediction.
879614,2552438,On ranking the effectiveness of searches.
1227684,2552439,Feature selection for automatic taxonomy induction.
1270311,2147296,A Fast Data Collection and Augmentation Procedure for Object Recognition.
1269976,2147294,An Investigation into Computational Recognition of Children's Jokes.
1475752,2147290,Assessing the Maintainability of XCON-in-RIME: Coping with the Problems of a VERY Large Rule-Base.
659995,485091,Efficient filtering of XML documents with XPath expressions.
1476271,2143988,Augmenting the Diagnostic Power of Flow-Based Approaches to Functional Reasoning.
578703,2143989,Complexity of Manipulating Elections with Few Candidates.
1475745,2143986,Diagnostic Improvement through Qualitative Sensitivity Analysis and Aggregation.
1250519,2143984,Weighted Constraint Satisfaction with Set Variables.
302018,2143985,Customer Coalitions in the Electronic Marketplace.
529803,2143982,Dynamic Case Creation and Expansion for Analogical Reasoning.
1305369,3136137,Control-Based Clause Sharing in Parallel SAT Solving.
1250524,2143980,Temporal Preference Optimization as Weighted Constraint Satisfaction.
1275200,3136135,Computation of Initial Modes for K-modes Clustering Algorithm Using Evidence Accumulation.
1272905,3133568,Manipulating Descriptions of Programs for Database Access.
1275316,3137660,Flexible Social Laws.
1289605,3133561,Abduction with Hypotheses Confirmation.
1826190,3133565,Modeling Attempt and Action Failure in Probabilistic STIT Logic.
462050,1431264,Developing and Accessing Scientific Databases with the OPM Data Management Tools.
1478635,2145254,Building Models to Support Synthesis in Early Stage Product Design.
1478543,2143672,Dynamic MAP Calculations for Abduction.
256512,2143675,An Experiment in the Design of Software Agents.
1250144,2143676,Complete Local Search for Propositional Satisfiability.
907558,2909278,Tracking dragon-hunters with language models.
1019168,2909279,CTO: concept tree based semantic overlay for pure peer-to-peer information retrieval.
864505,1433327,Composition and Disclosure of Unlinkable Distributed Databases.
2014080,2896851,Learning Structured Hough Voting for Joint Object Detection and Occlusion Reasoning.
1502410,2896850,Scale-Invariant Shape Features for Recognition of Object Categories.
153314,2909271,Concurrency Control in Federated Databases: A Dynamic Approach.
316519,2909276,Creating and Evaluating Multi-Document Sentence Extract Summaries.
1305405,3133624,Import-by-Query: Ontology Reasoning under Access Limitations.
310541,2518533,Efficient mining of weighted association rules (WAR).
989578,2518532,Extracting semantic relations from query logs.
994016,1948379,The Denodo Data Integration Platform.
823404,2518530,A hybrid unsupervised approach for document clustering.
1083658,2518537,Unsupervised deduplication using cross-field dependencies.
1083663,2518536,Fast logistic regression for text categorization with variable-length n-grams.
1083699,2518534,Community evolution in dynamic multi-mode networks.
1015316,1948373,A Dependability Benchmark for OLTP Application Environments.
844352,2071112,A Preference Model for Structured Supervised Learning Tasks.
1606023,2518538,Active learning using on-line algorithms.
893119,1948377,iDM: A Unified and Versatile Data Model for Personal Dataspace Management.
993376,1948376,A Model of CAD Transactions.
1015313,1948375,Lachesis: Robust Database Storage Management Based on Device-specific Performance Characteristics.
479750,1948374,A Data Manipulation Model: An Extension of the Alpha Expression.
1011148,3133626,A Hole in Goal Trees: Some Guidance from Resolution Theory.
631969,1435083,Parallel Classification for Data Mining on Shared-Memory Multiprocessors.
800613,1435080,Odysseus: A High-Performance ORDBMS Tightly-Coupled with IR Features.
463547,1435087,Issues in Distributed Artificial Intelligence.
1206725,1435084,Hierarchical Indexing Approach to Support XPath Queries.
462350,1435085,Performance Analysis of Distributed Commit Protocols.
464170,1435089,Recursive Versus Iterative Schemes for Least Fix Point Computation in Logic Databases.
1250295,2140216,The KOJAK Group Finder: Connecting the Dots via Integrated Knowledge-Based and Statistical Reasoning.
1269588,2140215,Automatic Text Summarization of Newswire: Lessons Learned from the Document Understanding Conference.
1477177,2140213,Weak Representations of Interval Algebras.
1214714,2518288,Combining link and content for community detection: a discriminative approach.
1074157,2552004,Exploiting subjectivity analysis in blogs to improve political leaning categorization.
1872381,2518285,Mining coherent subgraphs in multi-layer graphs with edge labels.
881533,2518284,Clustering based large margin classification: a scalable approach using SOCP formulation.
269541,2895655,True Multi-Image Alignment and its Application to Mosaicing and Lens Distortion Correction.
823342,2518281,"Graphs over time: densification laws, shrinking diameters and possible explanations."
310552,2518283,On-line unsupervised outlier detection using finite mixtures with discounting learning algorithms.
1482342,2910946,Explore click models for search ranking.
64433,2193652,The Impact of Recovery on Concurrency Control.
874909,2193651,Structural characterizations of the semantics of XPath as navigation tool on a document.
1217134,2193650,Dynamic indexability and lower bounds for dynamic one-dimensional range query indexes.
378406,2193657,Knowledge Compilation = Query Rewriting + View Synthesis.
976997,2193656,"On reconciling data exchange, data integration, and peer data management."
976990,2193655,XML transformation by tree-walking transducers with invisible pebbles.
123129,2193654,On Tree-Based Techniques for Query Evaluation.
100603,2193659,Constraint-Based Query Optimization for Spatial Databases.
1063737,2193658,Near-optimal dynamic replication in unstructured peer-to-peer networks.
2006171,2910470,Question routing to user communities.
1482407,2910949,Identifying new categories in community question answering archives: a topic modeling approach.
1598437,2550102,Associative tag recommendation exploiting multiple textual features.
54448,2550103,A Parallel Multiprocessor Machine Dedicated to Relational and Deductive Databases.
309112,2550106,Structured translation for cross-language information retrieval.
1598371,2550107,"CrowdLogging: distributed, private, and anonymous search logging."
1598338,2550104,People searching for people: analysis of a people search engine log.
340895,2550105,Improving Query Translation for Cross-Language Information Retrieval Using Statistical Models.
1074173,2550108,Guide focused crawler efficiently and effectively using on-line topical importance estimation.
1450857,2550109,On statistical analysis and optimization of information retrieval effectiveness metrics.
1292676,2910477,Using domain ontology for semantic web usage mining and next page prediction.
1991792,2517965,SIGMa: simple greedy matching for aligning large knowledge bases.
987380,2552008,Large-scale cluster-based retrieval experiments on Turkish texts.
1288654,2693816,Efficient Markov Network Structure Discovery using Independence Tests.
1477191,2146918,Adding Domain Knowledge to SBL Through Feature Construction.
283314,2146919,"SMILE: Structural Modeling, Inference, and Learning Engine and GeNIE: A Development Environment for Graphical Decision-Theoretic Models."
1476341,2146917,A Connectionist Model of Instructed Learning.
1477223,2146910,Learning General Completable Reactive Plans.
201889,1720377,The Merge/Purge Problem for Large Databases.
341247,1720376,Finding Candidate Keys for Relational Data Bases.
13016,1720375,Efficiently Updating Materialized Views.
227998,1720374,Structural Matching and Discovery in Document Databases.
273935,1720373,Managing Web Data.
1426557,1720372,Histograms reloaded: the merits of bucket diversity.
152977,1720371,Open DECdtm: Constraint Based Transaction Management.
201941,1720370,Enterprise Transaction Processing on Windows NT.
116061,1720379,Crash Recovery in Client-Server EXODUS.
448772,2551857,Probabilistic Approaches to the Document Retrieval Problem.
818304,2551855,Major topic detection and its application to opinion summarization.
118769,2551853,Cognitive Differences in End User Searching of a CD-ROM Index.
1451003,2551858,Retrieval system evaluation: automatic evaluation versus incomplete judgments.
1117051,2073964,Confident Identification of Relevant Objects Based on Nonlinear Rescaling Method and Transductive Inference.
915306,2073967,Frequent Closed Itemset Mining Using Prefix Graphs with an Efficient Flow-Based Pruning Strategy.
1274217,3136364,Ideas About Management Of LISP Data Bases.
1535377,2073962,"QMAS: Querying, Mining and Summarization of Multi-modal Databases."
1978761,2073963,An Approach to Evaluate the Local Completeness of an Event Log.
1428634,3131070,Counting Complexity of Propositional Abduction.
342626,2518228,"Generalized clustering, supervised learning, and data assignment."
