aminerKey,dblpKey,title
2062738,2152934,Tutorial on social recommender systems.
807407,2152937,Transforming web contents into a storybook with dialogues and animations.
1560419,2152930,A better uncle for OWL: nominal schemas for integrating rules and ontologies.
577325,2152933,Scholarly publishing and argument in hyperspace.
577338,2152932,Adaptive ranking of web pages.
1271911,3133606,Scaling the Dynamic Approach to Autonomous Path Planning: Planning Horizon Dynamics.
1750381,2890699,Rectification and 3D reconstruction of curved document images.
812524,2894931,Blob Segmentation Using Joint Space-Intensity Likelihood Ratio Test: Application to 3D Tumor Segmentation.
1100145,1700300,Domain Adaptation of Conditional Probability Models Via Feature Subsetting.
1495576,1700301,Expectation Propagation for Bayesian Multi-task Feature Selection.
477636,1700302,Representative Association Rules and Minimum Condition Maximum Consequence Association Rules.
1495544,1700304,Porting Decision Tree Algorithms to Multicore Using FastFlow.
478139,1700305,Clinical Knowledge Discovery in Hospital Information Systems: Two Case Studies.
478129,1700306,Fast Hierarchical Clustering Based on Compressed Data and OPTICS.
1925644,1700308,Invariant Time-Series Classification.
135560,2192730,Performance Analysis of File Organizations that Use Multi-Bucket Data Leaves with Partial Expansions.
1305488,3131604,Succinct Approximate Counting of Skewed Data.
1289300,3131607,A software architecture for dynamically generated adaptive Web stores.
1279498,3131606,Writer's Aid: Using a Planner in a Collaborative Interface.
1272782,3131609,The Efficacy of RUE Resolution Experimental Results and Heuristic Theory.
1305604,3137252,Parameter Identification in a Class of Linear Structural Equation Models.
812489,2894746,Coherent Regions for Concise and Stable Image Description.
1206882,1433604,Privacy Preserving Publishing on Multiple Quasi-identifiers.
265794,2141059,When Robots Weep: Emotional Memories and Decision-Making.
1273143,3134070,Interpreting Descriptions in a Prolog-based Knowledge Representation System.
26781,3134072,A Perspective on Automatic Programming.
1274013,3134074,Induction of Relational Productions in the Presence of Background Information.
1274919,3134076,Acquiring a Robust Case Base for the Robot Soccer Domain.
2032881,3135389,Efficiently Solving Joint Activity Based Security Games.
1011145,3135381,A Definition-Driven Theorem Prover.
1290084,3135382,On the Relation between Argumentation and Non-monotonic Coherence-Based Entailment.
1826396,3135384,Lifted Relational Kalman Filtering.
1275386,3135387,Recovering Surface Shape from Boundary.
632023,1433553,A Multimedia Information Server with Mixed Workload Scheduling.
1206876,1433550,Weighted Proximity Best-Joins for Information Retrieval.
1846692,1433551,A General Method for Estimating Correlated Aggregates over a Data Stream.
463754,1433557,Polymorphic Reuse Mechanisms for Object-Oriented Database Specifications.
800574,1433554,A Multiresolution Symbolic Representation of Time Series.
864549,1433558,Enabling Query Processing on Spatial Networks.
1206634,1433559,Efficient Aggregate Computation over Data Streams.
1275474,3134381,A Parallel Blackboard System for Robot Control.
1305457,3134380,Learning Optimal Subsets with Implicit User Preferences.
1275053,3134384,Topological Value Iteration Algorithm for Markov Decision Processes.
1275411,3134388,Determination of Egomotion and Environmental Layout from Noisy Time-Varying Image Velocity in Binocular Image Sequences.
1874853,2867392,Clustering and Understanding Documents via Discrimination Information Maximization.
1393208,2867393,Experiments on Kernel Tree Support Vector Machines for Text Categorization.
1411100,2867390,A Clustering-Oriented Star Coordinate Translation Method for Reliable Clustering Parameterization.
1737806,2867394,Efficient Pattern Mining of Uncertain Data with Sampling.
1603746,2867395,A Sequential Dynamic Multi-class Model and Recursive Filtering by Variational Bayesian Methods.
501530,2867398,Rule Extraction from Prediction Models.
1393139,2867399,QC4 - A Clustering Evaluation Method.
1992396,2154898,Towards a robust modeling of temporal interest change patterns for behavioral targeting.
1746853,2154899,Lattice games and the economics of aggregators.
23890,2192734,Concurrency Control in Database Structures with Relaxed Balance.
1991984,2154890,Incorporating author preference in sentiment rating prediction of reviews.
956494,2154892,Open user profiles for adaptive news systems: help or harm?
769348,2154894,Educanext: a framework for sharing live educational resources with isabel.
1560380,2154897,The web of topics: discovering the topology of topic evolution in a corpus.
2062540,2153323,Taming the web.
805883,2153321,A search engine for natural language applications.
769388,2153320,Are web pages characterized by color?
2055409,2153327,Joint question clustering and relevance prediction for open domain non-factoid question answering.
869629,2153326,Mobile web publishing and surfing based on environmental sensing data.
1992525,2153325,Making the most of your triple store: query answering in OWL 2 using an RL reasoner.
330764,2153324,WebViews: accessing personalized web content and services.
956674,2153329,Towards service pool based approach for services discovery and subscription.
1746934,2153328,WAI-ACT: web accessibility now.
462180,1431899,Browsing Unstructured Data.
864425,1431898,Closure-Tree: An Index Structure for Graph Queries.
565437,1431890,A Design Method for Nested Relational Databases.
745488,1431892,Hash-Merge Join: A Non-blocking Join Algorithm for Producing Fast and Early Join Results.
1207025,1431894,Differencing Provenance in Scientific Workflows.
745536,1431897,MTCache: Transparent Mid-Tier Database Caching in SQL Server.
1846729,1431896,Bi-level Locality Sensitive Hashing for k-Nearest Neighbor Computation.
1055863,2155970,"Which ""Apple"" are you talking about ?"
1289272,3134925,"Link Analysis, Eigenvectors and Stability."
1274606,3134922,Drastic Cut of Man's Work in Reliability Studies by Using an Expert System.
1206999,1432600,Efficient Table Anonymization for Aggregate Query Answering.
864510,1432603,Extracting Objects from the Web.
1594677,1432607,Updating XML schemas and associated documents through exup.
660666,1432606,Variable Length Queries for Time Series Data.
772835,1432608,Querying Imprecise Data in Moving Object Environments.
1274487,3135031,Representation and Efficiency in a Production System for Speech Understanding.
2032915,3135035,Double-Wheel Graphs Are Graceful.
1280070,3135038,Organizational Issues Arising from the Integration of the Lexicon and Concept Network in a Text Understanding System.
2033176,3132562,Refining Incomplete Planning Domain Models Through Plan Traces.
218806,3132566,"A Unified View of Consequence Relation, Belief Revision and Conditional Logic."
1279331,3132568,Outlier Detection Using Default Logic.
1195860,3080499,Selective Application of Query-Independent Features in Web Information Retrieval.
1967825,3080492,Sub-sentence Extraction Based on Combinatorial Optimization.
1415745,3080490,The Impact of Semantic Class Identification and Semantic Role Labeling on Natural Language Answer Extraction.
1806056,3080497,LiveTweet: Monitoring and Predicting Interesting Microblog Posts.
1742116,3080496,Experiments on Average Distance Measure.
1971531,1721240,Minimal MapReduce algorithms.
397371,1721241,Exploiting statistics on query expressions for optimization.
1063526,1721242,On efficient top-k query processing in highly distributed environments.
875028,1721246,Data delivery in a service-oriented world: the BEA aquaLogic data services platform.
116056,1721247,H-trees: A Dynamic Associative Search Index for OODB.
300139,1721248,Synchronizing a Database to Improve Freshness.
294837,1721249,Dimensionality Reduction for Similarity Searching in Dynamic Databases.
1742136,3080725,Context-Specific Frequencies and Discriminativeness for the Retrieval of Structured Documents.
1746944,2153810,Mobile web applications: bringing mobile apps and web together.
807353,2153813,Interactive web-wrapper construction for extracting relational information from web documents.
1387569,3080726,Generating Extracts with Genetic Algorithms.
457933,3080721,A Hierarchical Model for Clustering and Categorising Documents.
1715595,3080723,A Suite of Testbeds for the Realistic Evaluation of Peer-to-Peer Information Retrieval Systems.
754123,2153816,RDFPeers: a scalable distributed RDF repository based on a structured peer-to-peer network.
807368,2153818,Data versioning techniques for internet transaction management.
1392454,3080728,Evaluating Query-Independent Object Features for Relevancy Prediction.
1292572,2908492,Practical lessons of data mining at Yahoo!
1214642,2518938,Large-scale behavioral targeting.
1641922,2911028,User browsing behavior-driven web crawling.
172390,2911029,"Intelligent Caching: Selecting, Representing, and Reusing Data in an Information Server."
1606003,2518936,"Social flocks: a crowd simulation framework for social network generation, community detection, and collective behavior modeling."
1045098,484893,OLAP over uncertain and imprecise data.
342601,2518932,"Visualizing multi-dimensional clusters, trends, and outliers using star coordinates."
413625,2908598,The verity federated infrastructure.
1305406,3132874,Diagnosing Multiple Persistent and Intermittent Faults.
1206965,1433237,Adaptive Parallelization of Queries over Dependent Web Service Calls.
463725,1433236,Discovering Database Summaries through Refinements of Fuzzy Hypotheses.
463126,1433234,Prefetching with Multiple Disks for External Mergesort: Simulation and Analysis.
864396,1433232,The Gauss-Tree: Efficient Object Identification in Databases of Probabilistic Feature Vectors.
838432,2911025,Access control for XML: a dynamic query rewriting approach.
461885,1433238,Approximate Queries and Representations for Large Data Sequences.
565446,1431561,Evolutionary Database Design.
659980,1431564,The BINGO! Focused Crawler: From Bookmarks to Archetypes.
745421,1431566,Database Research for the Current Millennium.
769444,2155309,Site-to-site (s2s) searching using the p2p framework with cgi.
348134,2155308,Law-governed peer-to-peer auctions.
330794,2155303,Map adaptation for users of mobile systems.
1992083,2155302,Crowdsourcing MapReduce: JSMapReduce.
807375,2155301,Web page marker: a web browsing support system based on marking and anchoring.
577369,2155300,Monitoring the dynamic web to respond to continuous queries.
869475,2155306,Examining the content and privacy of web browsing incidental information.
1190165,2155305,C-SPARQL: SPARQL for continuous querying.
1400134,2155304,"visKQWL, a visual renderer for a semantic web query language."
153251,2911417,Optimization of Object Queries Containing Encapsulated Methods.
783467,2911416,The EDAM project: mining mass spectra and more.
2006114,2911415,Mining causal topics in text data: iterative topic modeling with time series feedback.
1642193,2911414,Inferring query aspects from reformulations using clustering.
1019143,2911412,Detecting distance-based outliers in streams of data.
1292537,2911418,Mashup-based information retrieval for domain experts.
1117015,2072258,Succinct Matrix Approximation and Efficient k-NN Classification.
629687,2072254,Exploring the Parameter State Space of Stacking.
1318583,2072257,Argumentation Based Constraint Acquisition.
1176977,2072256,Clustering Distributed Time Series in Sensor Networks.
823366,2520141,Price prediction and insurance for online auctions.
1991833,2519338,DTW-D: time series semi-supervised learning from a single example.
1250650,2145075,Learning Partially Observable Action Schemas.
682135,2519339,Learning and making decisions when costs and probabilities are both unknown.
1269569,2145077,Autonomous Color Learning on a Mobile Robot.
1606075,2520144,Revisiting sequential pattern hiding to enhance utility.
1478803,2145072,Extending the Regular Restriction of Resolution to Non-Linear Subdeductions.
310556,2520146,A classifier for semi-structured documents.
462324,1435525,Integrating AI and DBMS through Stream Processing.
1469412,2146067,TAXI: A Taxonomic Assistant.
266684,2146065,An Expert System for Alarm System Planning.
1270011,2146061,An Interactive Constraint-Based Approach to Sudoku.
1250363,2141283,Mixed Collaborative and Content-Based Filtering with User-Contributed Semantic Features.
266402,2141282,Alternative Essences of Intelligence.
180179,2141281,The Crystallographer's Assistant.
1250271,2141280,Engineering Open Multi-Agent Systems as Electronic Institutions.
1250453,2146068,SemNews: A Semantic News Framework.
283369,2146069,Applying Supervised Learning to Real-World Problems.
1269990,2142957,"A Framework for Modeling Influence, Opinions and Structure in Social Media."
1478573,2142955,Algorithms and Complexity for Reasoning about Time.
578799,2142953,A Model Checker for Verifying ConGolog Programs.
1499486,2142950,Coping with Temporal Constraints in Multimedia Presentation Planning.
1250268,2142951,Intelligent Systems Demonstration: The Secure Wireless Agent Testbed (SWAT).
266280,2140886,Robust Classification Systems for Imprecise Environments.
1476320,2140887,Refinement Planning: Status and Prospectus.
529521,2140884,The Game of Hex: An Automatic Theorem Proving Approach to Game Programming.
1269594,2140882,Mixed-Initiative Approach to Collaboration in the Mathematical Domain.
693793,2140883,Causal and Plausible Reasoning in Expert Systems.
1469442,2140888,Nondestructive Graph Unification.
1972796,1723350,Efficient top-k algorithms for approximate substring matching.
411747,1723352,A Domain Based Internal Schema for Relational Database Machines.
86958,1723355,OdeView: A User-Friendly Graphical Interface to Ode.
1581930,1723356,Flexible aggregate similarity search.
273918,1723357,Shrinking the Warehouse Update Window.
810041,1723358,Fossilized Index: The Linchpin of Trustworthy Non-Alterable Electronic Records.
1250141,2146391,Leap Before You Look: An Effective Strategy in an Oversubscribed Scheduling Problem.
1250608,2146395,The Complexity of Bribery in Elections.
417597,2146397,Planning for Temporally Extended Goals.
53406,1722007,Natural Language Interfaces.
32907,1722004,Security and Inference in Multilevel Database and Knowledge-Base Systems.
1581851,1722003,CrowdDB: answering queries with crowdsourcing.
341249,1722002,Distribution-Dependent Hashing Functions and Their Characteristics.
274139,1722001,Improving OLTP Data Quality Using Data Warehouse Mechanisms.
1581970,1722000,NOAM: news outlets analysis and monitoring system.
283309,2142480,Automated Capture of Rationale for the Detailed Design Process.
1688422,2073610,Conditional Anomaly Detection with Soft Harmonic Functions.
1250256,2142483,Semi-Supervised Clustering with Limited Background Knowledge.
1478631,2142484,IPUS: An Architecture for Integrated Signal Processing and Signal Interpretation in Complex Environments.
1270186,2142485,Clustering via Random Walk Hitting Time on Directed Graphs.
266398,2142486,"Act, and the Rest Will Follow: Exploiting Determinism in Planning as Satisfiability."
1962382,2242621,Tuning in action.
1549879,2242620,Designing integration flows using hypercubes.
1117050,2073618,Bayesian Folding-In with Dirichlet Kernels for PLSI.
1372735,2242622,Algorithm-safe privacy-preserving data publishing.
458769,2242624,Performance of DB2 Enterprise-Extended Edition on NT with Virtual Interface Architecture.
1044471,2242626,Synthesizing structured text from logical database subsets.
884084,2888361,Reciprocal Image Features for Uncalibrated Helmholtz Stereopsis.
479633,1947087,A Single Pass Computing Engine for Interactive Analysis of VLDBs.
1016183,1947081,Top-k Query Evaluation with Probabilistic Guarantees.
481256,1947082,Key Range Locking Strategies for Improved Concurrency.
1015354,1947083,Implementing Xquery 1.0: The Galax Experience.
416049,2193196,Compatibility and Commutativity in Non-two-phase Locking Protocols.
496091,3137257,Optimizing Recursive Information-Gathering Plans.
222682,2144507,Range Estimation From Focus Using a Non-frontal Imaging Camera.
1270098,2144504,A First-Order Theory of Stanislavskian Scene Analysis.
1270012,2144502,A Mixed Reality Approach to Undergraduate Robotics Education.
1269751,2141759,Particle Filtering for Dynamic Agent Modelling in Simplified Poker.
283061,2144509,Hybrid Neural Plausibility Networks for News Agents.
1269947,2144508,A Markovian Model for Dynamic and Constrained Resource Allocation Problems.
266133,2142226,Using Arc Weights to Improve Iterative Repair.
1269652,2142227,Using the GEMS System for Cancer Diagnosis and Biomarker Discovery from Microarray Gene Expression Data.
1269527,2142223,Clustering and Classifying Person Names by Origin.
266687,2142228,Generating Adequate Instructions: Knowing When to Stop.
1269908,2142229,Design of a Mechanism for Promoting Honesty in E-Marketplaces.
1272814,3136203,Optic Flow Field Structure And Processing Image Motion.
1318649,2074343,Aspect Guided Text Categorization with Unobserved Labels.
1978723,2074347,Effective and Robust Mining of Temporal Subspace Clusters.
179907,2146108,Associative Memory in an Immune-Based System.
1598555,2550909,Search engines that learn online.
1217237,1721725,"Anonymized data: generation, models, usage."
1426588,1721722,Data warehousing and analytics infrastructure at facebook.
1972781,1721721,Determining the relative accuracy of attributes.
273890,1721720,OPTICS: Ordering Points To Identify the Clustering Structure.
77985,1948012,On Correctly Configuring Versioned Objects.
482067,1948013,Processing Queries Over Generalization Hierarchies in a Multidatabase System.
993353,1948010,Interactive Specification and Formal Verification of User's Views in Data Bases Design.
118112,1948011,Performance and Scalability of Client-Server Database Architectures.
482104,1948016,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data.
83143,1948017,Factoring Augmented Regular Chain Programs.
479617,1948014,Hash Joins and Hash Teams in Microsoft SQL Server.
479794,1948015,"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer."
564426,1948018,Improved Unnesting Algorithms for Join Aggregate SQL Queries.
993466,1948019,On Representing Incomplete Information in a Relational Data Base
169816,2242498,Content Routing for Distributed Information Servers.
1272647,3136368,An Application of Decision Analysis to Strategy-Making in Game Playing.
413562,2910421,Efficient evaluation of multiple queries on streaming XML data.
1450977,2550907,Exploring the use of labels to shortcut search trails.
1280095,3137725,Computational and Physical Causality.
1289550,3137729,Automated Composition of Web Services by Planning at the Knowledge Level.
529682,2146106,Estimating Word Translation Probabilities from Unrelated Monolingual Corpora Using the EM Algorithm.
1290082,3130710,Efficient Parameterizable Type Expansion for Typed Feature Formalisms.
1290095,3130711,Cancelling and Overshadowing: Two Types of Defeasibility in Defeasible Deontic Logic.
1041667,3130713,Characterizing the NP-PSPACE Gap in the Satisfiability Problem for Modal Logic.
1279693,3130716,Using Aspiration Windows for Minimax Algorithms.
1279403,3135189,A Novel Framework for Integrating Discrete Event System Control and Diagnosis.
1535383,2071448,Block-GP: Scalable Gaussian Process Regression for Multimodal Data.
1270199,2140578,Markov Blanket Feature Selection for Support Vector Machines.
1250328,2140576,Domain-Independent Structured Duplicate Detection.
671088,2140574,Learning with Many Irrelevant Features.
466675,2071441,A Min-max Cut Algorithm for Graph Partitioning and Data Clustering.
1269385,2140573,Solving the Auction-Based Task Allocation Problem in an Open Environment.
529805,2140570,Computing Circumscriptive Databases by Integer Programming: Revisited.
1063738,2193138,Type inference for datalog and its application to query optimisation.
210354,2193139,Towards Tractable Algebras for Bags.
1074147,2551152,Talking the talk vs. walking the walk: salience of information needs in querying vs. browsing.
118749,2551150,Latent Semantic Indexing is an Optimal Special Case of Multidimensional Scaling.
504586,2551151,Theme-based retrieval of Web news.
1272570,3137096,The Art of Artificial Intelligence: Themes and Case Studies of Knowledge Engineering.
801682,2193137,Computational Complexity of Itemset Frequency Satisfiability.
1074213,2551154,Question classification with semantic tree kernel.
801683,2193135,k-Means Projective Clustering.
462808,1435653,Performance Evaluation of Functional Disk System (FDS-R2).
864480,1435651,RDF Object Type and Reification in the Database.
1206813,1435650,Data Management in the Cloud.
462474,1435654,Cyclic Query Processing in Object-Oriented Databases.
879638,2550201,News to go: hierarchical text summarization for mobile devices.
1227717,2550200,Predicting stopping behaviour: a preliminary analysis.
464984,1435659,Workflow and Process Synchronization with Interaction Expressions and Graphs.
879572,2550205,Towards efficient automated singer identification in large music databases.
397191,2550204,The boomerang effect: retrieving scientific documents via the network of references and citations.
348318,2550207,Outline of a Dynamic Self-Tuning and Adaptive Information Retrieval System.
1372690,2243419,Optimizing joins in a map-reduce environment.
1272622,3135185,Numerical Quantifiers and Their Use in Reasoning with Negative Information.
1478797,2146835,Efficient Management of Very Large Ontologies.
180191,2146834,The Epistemology of Physical System Modeling.
1250355,2146830,Using Semantics to Identify Web Objects.
283319,2146833,"DIPLOMAT: Compiling Prioritized Default Rules into Ordinary Logic Programs, for E-Commerce Applications."
413546,2908135,"Future directions in data mining: streams, networks, self-similarity and power laws."
180183,2146839,Time-Critical Scheduling in Stochastic Domains.
1250224,2146838,Towards Efficient Sampling: Exploiting Random Walk Strategies.
907591,2911686,Introduction to a new Farsi stemmer.
2020744,2911687,The water filling model and the cube test: multi-dimensional evaluation for professional search.
755395,2693971,Selective Markov Models for Predicting Web-Page Accesses.
2006020,2908138,Predicting user activity level in social networks.
1549888,2243413,SPRINT: ranking search results by paths.
1274116,3131448,A Formal Description for Two-Dimensional Patterns.
2032975,3131445,Preference-Based Query Answering in Datalog+/- Ontologies.
1482323,2907770,Extending dictionary-based entity extraction to tolerate errors.
915264,2072939,"High Quality, Efficient Hierarchical Document Clustering Using Closed Interesting Itemsets."
1176906,2072934,Quantitative Association Analysis Using Tree Hierarchies.
1318581,2072936,Regression Learning Vector Quantization.
1535438,2072937,Leveraging D-Separation for Relational Data Sets.
844399,2072930,An Expected Utility Approach to Active Feature-Value Acquisition.
915243,2072931,Adaptive Parallel Graph Mining for CMP Architectures.
629670,2072932,Linear Causal Model Discovery Using the MML criterion.
1063521,1720549,MCDB: a monte carlo approach to managing uncertain data.
875065,1720541,Programming for XML.
397363,1720542,Skew handling techniques in sort-merge join.
654513,1720545,Rainbow: Multi-XQuery Optimization Using Materialized XML Views.
654463,1720547,Processing Set Expressions over Continuous Update Streams.
1274032,3131198,A Theory for the Complete Mechanization of a GPS-Type Problem Solver.
1275333,3131190,Determining Explanations using Transmutations.
1022306,1949131,Inverse Functions in the AquaLogic Data Services Platform.
1826485,3131192,The Combined Approach to Ontology-Based Data Access.
1279291,3131194,Multi-prototype Support Vector Machine.
1100057,2276514,Spectral Clustering and Embedding with Hidden Markov Models.
1482474,2910378,XReal: an interactive XML keyword searching.
348354,2549470,Current Practice in The Evaluation of Multikey Search Algorithms.
1074082,2549472,Learning to rank with partially-labeled data.
987395,2549473,Wikipedia in the pocket: indexing technology for near-duplicate detection and high similarity search.
397198,2549474,Relative and absolute term selection criteria: a comparative study for English and Japanese IR.
1227598,2549476,A classification-based approach to question answering in discussion boards.
1227691,2549477,The importance of manual assessment in link discovery.
1074125,2549478,Learning from labeled features using generalized expectation criteria.
219045,2549479,On Chinese Text Retrieval.
1884098,2887548,A convex representation for the vectorial Mumford-Shah functional.
659957,1434293,BestPeer: A Self-Configurable Peer-to-Peer System.
1482258,2910371,Selected new training documents to update user profile.
481290,1949158,Fast Algorithms for Mining Association Rules in Large Databases.
1272825,3131707,Intensity Discontinuity Location to SubPixel Precision.
907508,2910373,"Multi-evidence, multi-criteria, lazy associative document classification."
1737788,2866359,Mining Association Rules in Long Sequences.
501812,2866358,Incompleteness in Data Mining.
1063529,1723014,Querying continuous functions in a database system.
397351,1723013,An adaptive peer-to-peer network for distributed caching of OLAP results.
1063584,1723012,Tinycasper: a privacy-preserving aggregate location monitoring system in wireless sensor networks.
1426503,1723011,How to ConQueR why-not questions.
397429,1723010,"Database tuning: principles, experiments, and troubleshooting techniques (part II)."
1393184,2866351,Temporal Relations Extraction in Mining Hepatitis Data.
1992036,2152481,Leveraging geographical metadata to improve search over social media.
1195978,2866353,A Multi-partition Multi-chunk Ensemble Technique to Classify Concept-Drifting Data Streams.
1874881,2866352,Domain Transfer Dimensionality Reduction via Discriminant Kernel Learning.
1195945,2866354,KDD for BSN - Towards the Future of Pervasive Sensing.
102781,1723019,Updating Relational Databases through Object-Based Views.
342680,2910374,Approaches to Collection Selection and Results Merging for Distributed Information Retrieval.
290150,2910377,Haystack: Per-User Information Environments.
83125,1949150,A Formal Approach to Recovery by Compensating Transactions.
1978732,2073558,Co-labeling: A New Multi-view Learning Approach for Ambiguous Problems.
1884134,2889119,"Robust Non-negative Graph Embedding: Towards noisy data, unreliable graphs, and noisy labels."
1273952,3135632,"On Semantic Nets, Frames and Associations."
1273216,3135637,SPAN: Integrating Problem-Solving Tactics.
2014066,2889110,Multi-level Discriminative Dictionary Learning towards Hierarchical Visual Categorization.
1290130,3135639,Numerical Interval Simulation: Combined Qualitative and Quantitative Simulation to Bound Behaviors of Non-Monotonic Systems.
1750468,2889114,3D motion reconstruction for real-world camera motion.
884021,2889115,Local Steerable Phase (LSP) Feature for Face Representation and Recognition.
766479,2549294,A session-based search engine.
340915,2549295,Empirical Investigations on Query Modification Using Abductive Explanations.
879599,2549297,Dynamic test collections: measuring search effectiveness on the live web.
1450888,2549290,Combining coregularization and consensus-based self-training for multilingual text categorization.
1879041,2549291,Personalized click shaping through lagrangian duality for online recommendation.
1450930,2549292,A method to automatically construct a user knowledge model in a forum environment.
766497,2549293,The NRRC reliable information access (RIA) workshop.
1280084,3132367,UMRAO: A Chess Endgame Tutor.
766448,2549299,A collaborative filtering algorithm and evaluation metric that accurately model the user experience.
1272749,3132360,Don't Be Stupid.
2014253,2895796,Improving Image Matting Using Comprehensive Sampling Sets.
2014336,2895795,Boosting Binary Keypoint Descriptors.
812453,2895794,A Tensor Decomposition for Geometric Grouping and Segmentation.
478627,1700919,Long-Term Learning for Web Search Engines.
1750392,2895792,Learning to share visual appearance for multiclass object detection.
477658,1700915,Model Switching for Bayesian Classification Trees with Soft Splits.
1673600,1700916,Frequency-Based Separation of Climate Signals.
1925604,1700911,Probability Estimation for Multi-class Classification Based on Label Ranking.
1925404,1700912,Combining Subjective Probabilities and Data in Training Markov Logic Networks.
1289443,3131745,A Formal Investigation of Mapping Language for Terminological Knowledge.
378407,2193750,Answering Queries Using Views with Arithmetic Comparisons.
1275236,3131741,An Architecture for Vision and Action.
316525,2908259,The Subspace Coding Method: A New Indexing Scheme for High-Dimensional Data.
2006120,2908258,Active exploration: simultaneous sampling and labeling for large graphs.
1918379,2908257,Predicting emerging social conventions in online social networks.
783508,2908256,MRSSA: an iterative algorithm for similarity spreading over interrelated objects.
240215,2908254,Towards Maintaining Consistency of Spatial Databases.
1482422,2908253,Top-Eye: top-k evolving trajectory outlier detection.
838462,2908252,Static score bucketing in inverted indexes.
1919971,2908251,Temporal models for microblogs.
153290,2908250,Locking Objects and Classes in Multiversion Object-Oriented Databases.
1770123,2193751,The power of the dinur-nissim algorithm: breaking privacy of statistical and graph databases.
463128,1432523,Object-Oriented Models for Heterogeneous Multidatabase Management Systems.
2014355,2895427,Attribute-Based Detection of Unfamiliar Classes with Humans in the Loop.
883852,2895429,Learning Semantic Patterns with Discriminant Localized Binary Projections.
883959,2895428,An Efficiency Criterion for 2D Shape Model Selection..
1560260,2152308,Distributed web retrieval.
2055438,2152303,Statistical inference in two-stage online controlled experiments with treatment selection and validation.
956703,2152300,Adaptive faceted browser for navigation in open information spaces.
1055750,2152301,Extending the compatibility notion for abstract WS-BPEL processes.
1992116,2152306,Linking data in and outside a scientific publishing house.
1747008,2152304,Good abandonments in factoid queries.
1190175,2152305,Threshold selection for web-page classification with highly skewed class distribution.
1750489,2888649,Graph embedding discriminant analysis on Grassmannian manifolds for improved image set matching.
1019056,2910300,Management of data with uncertainties.
199553,2910301,Parallel Execution of Integrity Constraint Checks.
864467,1432298,SketchTree: Approximate Tree Pattern Counts over Streaming Labeled Trees.
838524,2910305,Query workload-aware overlay construction using histograms.
316535,2910306,Discovery of Similarity Computations of Search Engines.
463749,1432292,The TP-Index: A Dynamic and Efficient Indexing Mechanism for Temporal Databases.
1750457,2896219,Joint segmentation and classification of human actions in video.
60662,1432291,A Relational Database System Architecture Based on a Vector Processing Method.
462333,1432297,An Object-based Query Evaluation Scheme for Deductive Databases in Massively Parallel Computing Environment.
745477,1432295,A Succinct Physical Storage Scheme for Efficient Evaluation of Path Queries in XML.
1100048,2276548,Learning Metrics Between Tree Structured Data: Application to Image Recognition.
458325,2276543,Natural Ideal Operators in Inductive Logic Programming.
1699580,2276541,Multi-view Discriminative Sequential Learning.
1100083,2276547,An Improved Model Selection Heuristic for AUC.
1665198,2276546,An Efficient Approximation to Lookahead in Relational Learners.
169679,2276545,Partially Isomorphic Generalization and Analogical Reasoning.
1665145,2276544,Deconvolutive Clustering of Markov States.
482041,1948975,A Single-File Version of Linear Hashing with Partial Expansions.
993971,1948974,Compressed Accessibility Map: Efficient Access Control for XML.
993444,1948977,Transaction Monitoring in ENCOMPASS: Reliable Distributed Transaction Processing
838482,2910080,A new permutation approach for distributed association rule mining.
824662,1948971,Benefits of Path Summaries in an XML Query Optimizer Supporting Multiple Access Methods.
893114,1948970,Putting Context into Schema Matching.
480154,1948973,Mining Frequent Itemsets Using Support Constraints.
479634,1948972,Inferring Function Semantics to Optimize Queries.
479805,1948979,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes.
1016186,1948978,Cache-Conscious Radix-Decluster Projections.
680421,2910086,On the Update of Term Weights in Dynamic Information Retrieval Systems.
1587349,3081290,Design and Implementation of Relevance Assessments Using Crowdsourcing.
1697475,3081291,Retrieving Customary Web Language to Assist Writers.
1967816,3081296,Towards Detection of Child Sexual Abuse Media: Categorization of the Associated Filenames.
1392459,3081297,Personalized Communities in a Distributed Recommender System.
1587357,3081294,Is a Query Worth Translating: Ask the Users!
458407,3081295,Serving Enhanced Hypermedia Information.
800568,1431367,Text Classification without Labeled Negative Documents.
1206797,1431366,Efficient Processing of XML Update Streams.
1967820,3081298,Exploiting Click Logs for Adaptive Intranet Navigation.
745425,1431363,Multi-Scale Histograms for Answering Queries over Time Series Data.
462223,1431361,Fuzzy Triggers: Incorporating Imprecise Reasoning into Active Databases.
1290061,3135916,Integrating Gricean and Attentional Constraints.
348337,2551573,Intelligent Information Systems.
1063717,2193271,A generic flow algorithm for shared filter ordering problems.
191608,2193270,Scheduling Problems in Parallel Query Optimization.
669930,2193272,Concurrency Control for Resilient Nested Transactions.
11802,2193275,A Calculus for Complex Objects.
1426451,2193274,Incremental query evaluation in a ring of databases.
299942,2193277,Typechecking for XML Transformers.
213975,2193279,A Model for the Prediction of R-tree Performance.
287243,2909619,SemQL: A Semantic Query Language for Multidatabase Systems.
838439,2909610,Web opinion poll: extracting people's view by impression mining from the web.
