aminerKey,title
2193011,Bounded Arity Datalog (!=) Queries on Graphs.
2551032,Cognitive Activity during Web Search.
1435177,Elaps: An efficient location-aware pub/sub system.
1435175,MEMS-based Disk Buffer for Streaming Media Servers.
1435171,MashRank: Towards uncertainty-aware and rank-aware mashups.
2192764,"All-distances sketches, revisited: HIP estimators for massive graphs analysis."
2694450,Constructing Time Decompositions for Analyzing Time-Stamped Documents.
2896928,Multilabel Ranking with Inconsistent Rankers.
2910836,Building and Exploring Dynamic Topic Models on the Web.
2910837,Clairvoyant: An Early Prediction System For Video Hits.
2894235,From Videos to Verbs: Mining Videos for Activities using a Cascade of Dynamical Systems.
2868241,Data Augmented Maximum Margin Matrix Factorization for Flickr Group Recommendation.
2868240,ND-Sync: Detecting Synchronized Fraud Activities.
2868243,Collaborative Deep Ranking: A Hybrid Pair-Wise Recommendation Algorithm with Implicit Feedback.
2908802,A Demonstration of SearchonTS: An Efficient Pattern Search Framework for Time Series Data.
2908801,Collaborative Filtering Incorporating Review Text and Co-clusters of Hidden User Communities and Item Groups.
2551691,Linse: A Distributional Semantics Entity Search Engine.
2551693,Interacting with Financial Data using Natural Language.
2140226,Supervised Hashing for Image Retrieval via Image Representation Learning.
2143169,A Signal-Symbol Approach to Change Detection.
2072853,Towards Mining Trapezoidal Data Streams.
2140225,Tracking Known Three-Dimensional Objects.
2071791,How Many Zombies Around You?
2140223,"Spectral Clustering Using Multilinear SVD: Analysis, Approximations and Applications."
2551969,Item group based pairwise preference learning for personalized ranking.
2551960,Modeling the dynamics of personal expertise.
2147487,Symbolic Performance and Learning in Continuous Environments.
2147486,Predictive Models for Determining If and When to Display Online Lead Forms.
2147485,Learning by Chunking: Summary of a Task and a Model.
2147484,Relative Attributes for Enhanced Human-Machine Communication.
2147481,MCTS Based on Simple Regret.
2896824,Eliminating Ghosting and Exposure Artifacts in Image Mosaics.
2894389,Adaptive eye-camera calibration for head-worn devices.
2549517,Modeling the evolution of product entities.
2549516,Learning to personalize trending image search suggestion.
2549515,Learning for search result diversification.
2549514,A Note About the Proximity Operators in Information Retieval.
2890804,D - Clutter: Building object model library from unsupervised segmentation of cluttered scenes.
2894382,An image-based visual-motion-cue for autonomous navigatio.
2890806,Joint patch and multi-label learning for facial action unit detection.
2549518,"Panel: Hypertext: ""Growing Up?""."
2894387,On Constant Focal Length Self-Calibration From Multiple Views.
2910913,Analyzing Document Intensive Business Processes using Ontology.
2894656,Light field from micro-baseline image pair.
2894651,Necessary Conditions to Attain Performance Bounds on Structure and Motion Estimates of Rigid Objects.
2693699,Finding a Haystack in Haystacks - Simultaneous Identification of Concepts in Large Bio-Medical Corpora.
2146456,A Local Monte Carlo Tree Search Approach in Deterministic Planning.
2895380,Learning lightness from human judgement on relative reflectance.
2895382,Line matching leveraged by point correspondences.
2895383,Label propagation in video sequences.
2895385,Constant time O(1) bilateral filtering.
2889039,Fast and robust hand tracking using detection-guided optimization.
2693691,On Finding Joint Subspace Boolean Matrix Factorizations.
2518862,DataMine: Application Programming Interface and Query Language for Database Mining.
3132110,An Ontology Matching Approach Based on Affinity-Preserving Random Walks.
2891867,Learning Affinity Functions for Image Segmentation: Combining Patch-based and Gradient-based Approaches.
2891866,Efficient globally optimal consensus maximisation with tree search.
2891861,Scene reconstruction and description: geometric primitive extraction from multiple viewed scattered data.
2895521,A Bio-inspired Learning Approach for the Classification of Risk Zones in a Smart Space.
2866524,Who Will Be Affected by Supermarket Health Programs? Tracking Customer Behavior Changes via Preference Modeling.
2866523,Locally Optimized Hashing for Nearest Neighbor Search.
2866520,Predicting Smartphone Adoption in Social Networks.
2894588,Multi-Scale Feature Selection in Stereo.
3080358,Cold Start Cumulative Citation Recommendation for Knowledge Base Acceleration.
3080359,Evaluating Paragraph Retrieval for .
3080618,Topic-Dependent Sentiment Classification on Twitter.
1432373,Dewex: An Exploration Facility for Enabling the Deep Web Integration.
2519985,Query Workloads for Data Series Indexes.
2519984,Modeling User Mobility for Location Promotion in Location-based Social Networks.
2519981,DBMiner: A System for Mining Knowledge in Large Relational Databases.
2519980,Learning Cumulatively to Become More Knowledgeable.
2519982,Scaling Clustering Algorithms to Large Databases.
2519989,A multi-class boosting method with direct optimization.
2891331,Action unit detection with segment-based SVMs.
2867186,Analyzing Location Predictability on Location-Based Social Networks.
2910199,L2Knng: Fast Exact K-Nearest Neighbor Graph Construction with L2-Norm Pruning.
2910196,Finding Similar Images Quickly Using Object Shapes.
2910190,Transfer Understanding from Head Queries to Tail Queries.
2867182,Exploiting Recurring Usage Patterns to Enhance Filesystem and Memory Subsystem Performance.
2891336,Video Stabilization as a Variational Problem and Numerical Solution with the Viterbi Method.
3136346,Eliminating Disjunctions in Answer Set Programming by Restricted Unfolding.
2909738,Towards Multi-level Provenance Reconstruction of Information Diffusion on Social Media.
1431119,ADaPT: Automatic Data Personalization based on contextual preferences.
1431116,Directories: Managing Data for Networked Applications.
2893165,Line drawing interpretation in a multi-view context.
2893162,Global optimization for estimating a BRDF with multiple specular lobes.
2893160,Generating connected skeletons for exact and approximate reconstruction.
2893161,Error propagations for local bundle adjustment.
2896172,Feature Extraction by Maximizing the Average Neighborhood Margin.
2893169,Efficient label collection for unlabeled image datasets.
2156038,MIDAS: Towards Rich Site Structure and Content Metadata.
2911827,Non-independent Cascade Formation: Temporal and Spatial Effects.
2156031,CocaRank: A Collaboration Caliber-based Method for Finding Academic Rising Stars.
2156032,Modeling Web Site Structure in UriGraph.
2156037,Learning-to-Rank for Real-Time High-Precision Hashtag Recommendation for Streaming News.
2153770,Personal Voice Call Assistant: VoiceXML and SIP in a Distributed Environment.
2153773,HypTrails: A Bayesian Approach for Comparing Hypotheses About Human Trails on the Web.
2153777,E-commerce Reputation Manipulation: The Emergence of Reputation-Escalation-as-a-Service.
2893292,A Probabilistic Framework for Multitarget Tracking with Mutual Occlusions.
2893295,Shape evolution for rigid and nonrigid shape registration and recovery.
2893297,A Bayesian Approach To Spread Spectrum Watermark Detection and Secure Copyright Protection for Digital Image Libraries.
2242337,A Framework for Access Methods for Versioned Data.
1701161,Logic-Based Incremental Process Mining.
1701167,Data Analysis in the Life Sciences - Sparking Ideas -.
2518767,TimeCrunch: Interpretable Dynamic Graph Summarization.
2867609,LBMF: Log-Bilinear Matrix Factorization for Recommender Systems.
1700788,Covariate-Correlated Lasso for Feature Selection.
1700787,Adaptive Model Rules from Data Streams.
2893834,Multi-class object tracking algorithm that handles fragmentation and grouping.
2145731,Inference Graphs: A New Kind of Hybrid Reasoning System.
2145730,A Single-Step Maximum A Posteriori Update for Bearing-Only SLAM.
2145737,Fast Newton-CG Method for Batch Learning of Conditional Random Fields.
2893831,Switching Gaussian Process Dynamic Models for simultaneous composite motion tracking and recognition.
2893833,Connecting modalities: Semi-supervised segmentation and annotation of images using unaligned text corpora.
2145739,Integrating Rules and Description Logics by Circumscription.
2145738,Hekateros: A Desktop 5 Degree-of-Freedom Robot Arm for the Small-Scale Manipulation Robot Chess Challenge.
2893838,Image categorization with spatial mismatch kernels.
2152821,Enabling access to Linked Media with SPARQL-MM.
2152820,PocketTrend: Timely Identification and Delivery of Trending Search Content to Mobile Users.
1701783,Learning Modewise Independent Components from Tensor Data Using Multilinear Mixing Model.
1701788,Accelerating Model Selection with Safe Screening for L 1-Regularized L 2-SVM.
2891476,Separation of Diffuse and Specular Reflection in Color Images.
2891474,Blind separation of superimposed images with unknown motions.
2891475,An MRF and Gaussian Curvature Based Shape Representation for Shape Matching.
2154505,Counterfactual Estimation and Optimization of Click Metrics in Search Engines: A Case Study.
2145089,Trust Models and Con-Man Agents: From Mathematical to Empirical Analysis.
2145088,Influence-Driven Model for Time Series Prediction from Partial Observations.
2154501,A Smart City Data Model based on Semantics Best Practice and Principles.
2145084,Active Learning from Oracle with Knowledge Blind Spot.
2520197,Deep Model Based Transfer and Multi-Task Learning for Biological Image Analysis.
2154508,THUMP: Semantic Analysis on Trajectory Traces to Explore Human Movement Pattern.
2866953,Exploring Groups from Heterogeneous Data via Sparse Learning.
2552123,Joint Matrix Factorization and Manifold-Ranking for Topic-Focused Multi-Document Summarization.
2517803,Comparing Massive High-Dimensional Data Sets.
2517801,EARS (earthquake alert and report system): a real time decision support system for earthquake crisis management.
2517807,BatchRank: A Novel Batch Mode Active Learning Framework for Hierarchical Classification.
2139934,Item Bidding for Combinatorial Public Projects.
2139932,Design Sketch for a Million-Element NETL Machine.
2139931,On the Discovery and Utility of Precedence Constraints in Temporal Planning.
2143362,Improving Context and Category Matching for Entity Search.
2143360,Heuristic Search for Large Problems with Real Costs.
2143366,Multiple Outcome Supervised Latent Dirichlet Allocation for Expert Discovery in Online Forums.
1431948,Guaranteed authenticity and integrity of data from untrusted servers.
1431946,The power of both choices: Practical load balancing for distributed stream processing engines.
1431945,Information System Construction and Maintenance Based on Business Terminology: Experiences from the Reinsurance Industry.
1721310,Exploiting Correlations for Expensive Predicate Evaluation.
1721311,A Study of the Effects of Locking Granularity in a Data Base Management System (Abstract).
1721314,Caching and Database Scaling in Distributed Shard-Nothing Information Retrieval Systems.
2070925,Most-Surely vs. Least-Surely Uncertain.
2070924,Structural-Context Similarities for Uncertain Graphs.
3137356,On the Impact of Modal Depth in Epistemic Planning.
3137352,Self-Paced Boost Learning for Classification.
2152012,WTM: A Traffic Monitoring Framework for Web Service Transactions.
1720443,LH* - Linear Hashing for Distributed Files.
1720442,Matrix Sketching Over Sliding Windows.
3137358,A Bilingual Graph-Based Semantic Model for Statistical Machine Translation.
2140048,On the Minimum Differentially Resolving Set Problem for Diffusion Source Inference in Networks.
2142001,Optimization and Controlled Systems: A Case Study on Thermal Aware Workload Dispatching.
2140043,Climate Prediction via Matrix Completion.
2140040,Time-Dependent Trajectory Regression on Road Networks via Multi-Task Learning.
2140041,"Blended Planning and Acting: Preliminary Approach, Research Challenges."
2140046,Kernelized Bayesian Transfer Learning.
2140045,Optimal Graph Search with Iterated Graph Cuts.
2144351,Multivariate Conditional Outlier Detection and Its Clinical Application.
3131071,Emotions in Argumentation: an Empirical Evaluation.
3081179,Industry Day Overview.
2693658,The Infinite Push: A New Support Vector Ranking Algorithm that Directly Optimizes Accuracy at the Absolute Top of the List.
2693659,Fast Random Walk Graph Kernel.
2693652,Adaptive Grids for Clustering Massive Data Sets.
2693650,Multiple Kernel Clustering.
1720998,Vectorizing an In Situ Query Engine.
2693657,A Semi-Supervised Framework for Feature Mapping and Multiclass Classification.
2693654,Active Sampling: An Effective Approach to Feature Selection.
2693655,Sparse Hybrid Variational-Gibbs Algorithm for Latent Dirichlet Allocation.
2140959,Incentivizing High-Quality Content from Heterogeneous Users: On the Existence of Nash Equilibrium.
2140953,Kernel-Based Reinforcement Learning on Representative States.
2140954,Clustering Species Accumulation Curves to Identify Skill Levels of Citizen Scientists Participating in the eBird Project.
2140955,Data-Driven Execution of Multi-Layered Networks for Automatic Speech Recognition.
2140956,Understanding the Success of Perfect Information Monte Carlo Sampling in Game Tree Search.
2072657,Technology Prospecting for High Tech Companies through Patent Mining.
2072651,TL-PLSA: Transfer Learning between Domains with Different Classes.
1722598,DataXFormer: An Interactive Data Transformation Tool.
2889544,Image segmentation via convolution of a level-set function with a Rigaut Kernel.
1722592,Fusing data with correlations.
2548915,Relevation!: an open source system for information retrieval relevance assessment}.
2911343,People Search within an Online Social Network: Large Scale Analysis of Facebook Graph Search Query Logs.
2694465,A New Privacy-Preserving Distributed k-Clustering Algorithm.
2694467,Cluster Validity Analysis of Alternative Results from Multi-Objective Optimization.
2153432,Popularity and Quality in Social News Aggregators: A Study of Reddit and Hacker News.
2550954,Supervised hashing with latent factor models.
2550957,"Building Interoperable Digital Library Services: MARIAN, Open Archives and NDLTD."
1431428,Efficient Data Management on Lightweight Computing Device.
2892419,Nonparametric Label-to-Region by search.
2892415,3D morphable face models revisited.
2892414,Beyond pairwise energies: Efficient optimization for higher-order MRFs.
2892410,Shape from Video.
2892413,Dynamic visual category learning.
2141604,Lifting Rationality Assumptions in Binary Aggregation.
2141602,Adaptive Singleton-Based Consistencies.
2141601,Constraint Propagation Algorithms for Temporal Reasoning.
2141608,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data.
2146462,Static Analysis of Moving Jointed Objects.
2146463,Generalized Link Properties for Expressive epsilon-Connections of Description Logics.
2146460,Using Qualitative Spatial Logic for Validating Crowd-Sourced Geospatial Data.
2146466,Quantifyimg and Simulating the Behavior of Knowledge-Based Interpretation Systems.
2146464,Structure Aware L1 Graph for Data Clustering.
2146465,Distributed Cases for Case-Based Reasoning: Facilitating Use of Multiple Cases.
2146468,Clementine: Colorado School of Mines - The Undergraduate Interdisciplinary Robotics Team.
2142552,Learning Deep Convolutional Neural Networks for X-Ray Protein Crystallization Image Analysis.
2142550,A Topic Model for Linked Documents and Update Rules for its Estimation.
2073520,Constructing Topical Hierarchies in Heterogeneous Information Networks.
2142554,Convolutional Neural Networks over Tree Structures for Programming Language Processing.
2242913,JISC: Adaptive Stream Processing Using Just-In-Time State Completion.
2242917,On Processing Top-k Spatio-Textual Preference Queries.
2073529,Automated Essay Evaluation Augmented with Semantic Coherence Measures.
2519619,Towards Optimal Cardinality Estimation of Unions and Intersections with Sketches.
2519617,Deep Crossing: Web-Scale Modeling without Manually Crafted Combinatorial Features.
2519616,Promoting Positive Post-Click Experience for In-Stream Yahoo Gemini Users.
2519611,Seven rules of thumb for web site experimenters.
3133550,Markovian State and Action Abstractions for MDPs via Hierarchical MCTS.
3133559,Online Bayesian Max-Margin Subspace Multi-View Learning.
2143600,Online Portfolio Selection with Group Sparsity.
2143603,A Switching Planner for Combined Task and Observation Planning.
2143604,Automatic Group Sparse Coding.
2143607,Spectral Thompson Sampling.
2896883,Tracking of Object with SVM Regression.
2910974,Learning Graph-based POI Embedding for Location-based Recommendation.
2193601,Decidability and Expressiveness of Logic Queries.
2867792,Learning Hidden Markov Model Topology Based on KL Divergence for Information Extraction.
2867793,Reusing Extracted Knowledge in Genetic Programming to Solve Complex Texture Image Classification Problems.
2518568,SAME but Different: Fast and High Quality Gibbs Parameter Estimation.
2518566,Predicting employee expertise for talent management in the enterprise.
2518561,Minimizing seed set selection with probabilistic coverage guarantee in a social network.
2518562,SIPping from the Data Firehose.
3131956,Adaptive Budget Allocation for Maximizing Influence of Advertisements.
1700547,Semi-supervised Tensor Factorization for Brain Network Analysis.
1700545,Infinitely Many-Armed Bandits with Unknown Value Distribution.
1435700,Indexing Weighted-Sequences in Large Databases.
1435702,Dark Data: Are we solving the right problems?
2550132,Community-based Cyberreading for Information Understanding.
1433486,Capacity-Constrained Network-Voronoi Diagram.
3081064,Adaptive Collaborative Filtering with Extended Kalman Filters and Multi-armed Bandits.
2146926,Locate the Hate: Detecting Tweets against Blacks.
2146925,Multi-Label Learning on Tensor Product Graph.
2146924,Can Quadrotors Succeed as an Educational Platform?
2890108,Recognition of Strings Using Nonstationary Markovian Models: An Application in ZIP Code Recognition.
2146921,Learning Behavior Models for Hybrid Timed Systems.
2146920,Acquiring Domain Specific Knowledge and Coreference Cues for Coreference Resolution.
2890105,Camera Trajectory Estimation Using Inertial Sensor Measurements and Structure from Motion Results.
2890107,Grasp type revisited: A modern perspective on a classical feature for vision.
2890101,Video magnification in presence of large motions.
2890100,Markerless motion capture of man-machine interaction.
1432958,Ranking support for matched patterns over complex event streams: The CEPR system.
2891274,A matrix based method for determining depth from focus.
2887888,Bending Invariant Representations for Surfaces.
2694737,Constraint-Based Subspace Clustering.
2145265,Group and Graph Joint Sparsity for Linked Data Classification.
2887886,Pose-robust albedo estimation from a single image.
1434071,Indoor data management.
3131046,"Pointing, Language and the Visual World: Towards Multimodal Input and Output for Natural Language Dialog Systems (Panel)."
2549703,NicePic!: a system for extracting attractive photos from flickr streams.
2549704,Sub-document Timestamping of Web Documents.
2070943,Low-Rank Common Subspace for Multi-view Learning.
2892992,Multi-forest Tracker: A Chameleon in Tracking.
2892993,On Stabilisation of Parametric Active Contours.
2142677,Automatic Topic Discovery for Multi-Object Tracking.
1433708,Personalized route recommendation using big trajectory data.
2867242,"Finding Better Topics: Features, Priors and Constraints."
2142673,Why Things Go Wrong: A Formal Theory of Causal Reasoning.
2142672,Approximate Theory Formation: An Explanation-Based Approach.
2867884,On the Size of Training Set and the Benefit from Ensemble.
2867882,MultiAspectSpotting: Spotting Anomalous Behavior within Count Data Using Tensor.
2867881,Top-N Recommendations by Learning User Preference Dynamics.
2867247,Combining Clustering with Moving Sequential Pattern Mining: A Novel and Efficient Technique.
2867888,Analyzing Similarities of Datasets Using a Pattern Set Kernel.
2867889,Constrained Least Squares Regression for Semi-Supervised Learning.
2866756,Cluster Sequence Mining: Causal Inference with Time and Space Proximity Under Uncertainty.
3132975,Stochastic Planning in Large Search Spaces.
3132091,Medical Synonym Extraction with Concept Space Models.
2911165,Optimizing Ad Allocation in Social Advertising.
2911164,Personalized Semantic Word Vectors.
1700845,Ranking Researchers Through Collaboration Pattern Analysis.
3133946,Deordering and Numeric Macro Actions for Plan Repair.
2908382,Improving Collaborative Filtering via Hidden Structured Constraint.
2908385,MapReduce Triangle Enumeration With Guarantees.
2908384,Building Effective Query Classifiers: A Case Study in Self-harm Intent Detection.
2908386,Travel distance versus navigation complexity: a study on different spatial queries on road networks.
1431639,OptImatch: Semantic web system for query problem determination.
2152259,Summarizing Entity Descriptions for Effective and Efficient Human-centered Entity Linking.
1431635,Effective automated Object Matching.
2152250,Topological Properties and Temporal Dynamics of Place Networks in Urban Environments.
2911786,Plackett-Luce Regression Mixture Model for Heterogeneous Rankings.
2151788,Isaac Bloomberg Meets Michael Bloomberg: Better EntityDisambiguation for the News.
2694824,Approximate Splitting for Ensembles of Trees using Histograms.
2911782,Narrow or Broad?: Estimating Subjective Specificity in Exploratory Search.
2694828,"Detecting and Tracking Coordinated Groups in Dense, Systematically Moving, Crowds."
2694829,Integrating Community and Role Detection in Information Networks.
2151780,Functionality-Based Web Image Categorization.
2908658,Rubato DB: A Highly Scalable Staged Grid Database System for OLTP and Big Data Applications.
2908657,Exploit Latent Dirichlet Allocation for One-Class Collaborative Filtering.
2908655,On Transductive Classification in Heterogeneous Information Networks.
2152787,Executing Provenance-Enabled Queries over Web Data.
2152784,Large Scale Network Analytics with SNAP: Tutorial at the World Wide Web 2015 Conference.
2152785,CacheMakers : A Co-operative DNS Caching Service.
2152781,Finnish Museums on the Semantic Web.
2152788,"A Payment Protocol of the Web, for the Web: Or, Finally Enabling Web Micropayments with the Interledger Protocol."
2152789,Web Services Oriented Data Processing and Integration.
2154092,Abusive Language Detection in Online User Content.
2154096,Terms in Time and Times in Context: A Graph-based Term-Time Ranking Model.
1701089,When is Undersampling Effective in Unbalanced Classification Tasks?
1701081,Scalable Metric Learning for Co-Embedding.
1701082,Visualizing Class Probability Estimators.
2071744,Data Fusion Using Restricted Boltzmann Machines.
2910789,A Method of Using Semijoins to Optimizing Queries with ADT Functions.
2896698,Learning the viewpoint manifold for action recognition.
2896694,Hierarchical sparse coding with geometric prior for visual geo-location.
2910782,"Query Length, Retrievability Bias and Performance."
1701333,Fault Tolerant Regression for Sensor Data.
1701331,IICE: Web Tool for Automatic Identification of Chemical Entities and Interactions.
1701337,Neutralized Empirical Risk Minimization with Generalization Neutrality Bound.
1701338,Warped Matrix Factorisation for Multi-view Data Integration.
2907830,The Rich and the Poor: A Markov Decision Process Approach to Optimizing Taxi Driver Revenue Efficiency.
2907831,The Role of Relevance in Sponsored Search.
2145379,From Semantic to Emotional Space in Probabilistic Sense Sentiment Analysis.
2893314,Histograms of Pattern Sets for Image Classification and Object Recognition.
2156205,Targeted Content for a Real-Time Activity Feed: For First Time Visitors to Power Users.
2156202,Rethinking Security of Web-Based System Applications.
2890665,Fast Human Pose Estimation using Appearance and Motion via Multi-Dimensional Boosting Regression.
2890660,Salient structure analysis of fluid flow.
2890661,Color Edge Detection with the Compass Operator.
2890668,Saliencies and symmetries: toward 3D object recognition from large model databases.
1434918,Bootstrapping Semantic Annotations for Content-Rich HTML Documents.
2144653,Belief Maintenance in Dynamic Constraint Networks.
2144651,Local Search for Hard SAT Formulas: The Strength of the Polynomial Law.
2144650,OMNI-Prop: Seamless Node Classification on Arbitrary Label Correlation.
2144656,The Effect of Similarity between Human and Machine Action Choices on Adaptive Automation Performance.
2144655,Face Model Compression by Distilling Knowledge from Neurons.
2144654,Two-Stage Sparse Representation for Robust Recognition on Large-Scale Database.
2155576,Unbiased Ranking Evaluation on a Budget.
2897124,Global optimization for alignment of generalized shapes.
2897123,Analysis and Detection of Shadows in Video Streams: A Comparative Evaluation.
2908329,Feature Driven and Point Process Approaches for Popularity Prediction.
2908324,FIN10K: A Web-based Information System for Financial Report Analysis and Visualization.
2142711,GenEth: A General Ethical Dilemma Analyzer.
2142712,OC1: A Randomized Induction of Oblique Decision Trees.
2142713,A Computational Model for Saliency Maps by Using Local Entropy.
2142715,Reading the Videos: Temporal Labeling for Crowdsourced Time-Sync Videos Based on Semantic Embedding.
2520016,Website Optimization Problem and Its Solutions.
2520015,Efficient Latent Link Recommendation in Signed Networks.
2520012,Asymmetric Transitivity Preserving Graph Embedding.
2071668,Structural Bregman Distance Functions Learning to Rank with Self-Reinforcement.
2140628,"Learning Physical Descriptions From Functional Definitions, Examples, and Precedents."
2140623,Incentives for Truthful Information Elicitation of Continuous Signals.
2140620,Tracking User-Preference Varying Speed in Collaborative Filtering.
2140626,Tighter Value Function Bounds for Bayesian Reinforcement Learning.
2140625,Modeling Argumentation and Explanation in the Social Web.
2145294,The Role of Prior Causal Theories in Generalization.
2145295,Teaching Machines to Learn by Metaphors.
2145297,Interactive Frame Instantiation.
2145290,Towards Tractable and Practical ABox Abduction over Inconsistent Description Logic Ontologies.
2145292,Can a System Be Intelligent if It Never Gives a Damn?
2145293,Refining the Knowledge Base of a Diagnostic Expert System: An Application of Failure-Driven Learning.
2888968,Estimation of image bias field with sparsity constraints.
2888969,3D all the way: Semantic segmentation of urban scenes from start to end in 3D.
2552357,Bridging the Gap Between AI and RI.
2896510,A novel feature descriptor invariant to complex brightness changes.
2143446,Bayesian Markov Games with Explicit Finite-Level Types.
2143445,GLISP: A High-Level Language for A.I. Programming.
2143444,Query Rewriting for Horn-SHIQ Plus Rules.
2143443,Representation Learning of Knowledge Graphs with Entity Descriptions.
2142088,Logistic Methods for Resource Selection Functions and Presence-Only Species Distribution Models.
2141979,Hierarchy Prediction in Online Communities.
2141978,Adaptable Regression Method for Ensemble Consensus Forecasting.
1721295,OPT: a new framework for overlapped and parallel triangulation in large-scale graphs.
1721291,The oo7 Benchmark.
2141973,Parts: Structured Descriptions of Shape.
3137372,On the Runtime of Randomized Local Search and Simple Evolutionary Algorithms for Dynamic Makespan Scheduling.
2143198,Heuristic Planning for Hybrid Systems.
2143190,Proximal Operators for Multi-Agent Path Planning.
2143193,Deep Hashing Network for Efficient Similarity Retrieval.
2147632,Session Based Click Features for Recency Ranking.
2147633,Active Task Selection for Lifelong Machine Learning.
2147636,GSMDPs for Multi-Robot Sequential Decision-Making.
2147637,Competing with Humans at Fantasy Football: Team Formation in Large Partially-Observable Domains.
2070888,Learning to Grade Student Programs in a Massive Open Online Course.
2694363,Personalized TV Recommendation with Mixture Probabilistic Matrix Factorization.
2694362,On Evaluation of Outlier Rankings and Outlier Scores.
2694361,Semi-supervised Bio-named Entity Recognition with Word-Codebook Learning.
2694360,StarClass: Interactive Visual Classification using Star Coordinates.
2694367,Making Time-Series Classification More Accurate Using Learned Constraints.
2694366,Mining Social Dependencies in Dynamic Interaction Networks.
2694365,Pushing Feature Selection Ahead Of Join.
2694364,Formal Concept Sampling for Counting and Threshold-Free Local Pattern Mining.
2694369,A Tree-Based Kernel for Graphs.
2694368,On Graph Stream Clustering with Side Information.
2894911,Large-Scale Visual Font Recognition.
2071914,From 0.5 Million to 2.5 Million: Efficiently Scaling up Real-Time Bidding.
2550446,Latent community discovery through enterprise user search query modeling.
2550445,A Common Query Interface for Multilingual Document Retrieval from Databases of the European Community Institutions (Demo).
3133623,Abstract Argumentation Frameworks - From Theoretical Insights to Practical Implications.
2145904,Exact Subspace Clustering in Linear Time.
2694586,Selective Sampling on Probabilistic Data.
2145906,ARIA: Asymmetry Resistant Instance Alignment.
2145907,Improved Convergence of Iterative Ontology Alignment using Block-Coordinate Descent.
2694583,Monitoring and mining GPS traces in transit space.
2694581,Online Discovery of Group Level Events in Time Series.
2694580,HCDF: A Hybrid Community Discovery Framework.
2145908,Cost-Optimal Planning by Self-Interested Agents.
2145909,A Cyclic Weighted Median Method for L1 Low-Rank Matrix Factorization with Missing Entries.
2694589,Learning Simple Relations: Theory and Applications.
2694588,Graph-based Methods for Orbit Classification.
2140369,The Influence of Emotion Expression on Perceptions of Trustworthiness in Negotiation.
2140365,Planning Under Time Pressure.
2140362,"A Multivariate Timeseries Modeling Approach to Severity of Illness Assessment and Forecasting in ICU with Sparse, Heterogeneous Clinical Data."
2140361,Complexity of Inferences in Polytree-shaped Semi-Qualitative Probabilistic Networks.
2693759,On the Detectability of Node Grouping in Networks.
2693758,ActNeT: Active Learning for Networked Texts in Microblogging.
2693757,A Gaussian Process Based Online Change Detection Algorithm for Monitoring Periodic Time Series.
2693756,Correlation Clustering for Learning Mixtures of Canonical Correlation Models.
2693755,Methods for Large-Scale Mining of Networks of Human Genes.
2693754,Mining Multi-Label Data Streams Using Ensemble-Based Active Learning.
2693753,A Spatial-Temporal Probabilistic Matrix Factorization Model for Point-of-Interest Recommendation.
2693752,Extracting Precursor Rules from Time SeriesA Classical Statistical Viewpoint.
2693751,Top-k Correlative Graph Mining.
2693750,Temporally Coherent CRP: A Bayesian Non-Parametric Approach for Clustering Tracklets with applications to Person Discovery in Videos.
1723567,Enabling Incremental Query Re-Optimization.
1723566,LEMP: Fast Retrieval of Large Entries in a Matrix Product.
1723569,Query-Oriented Data Cleaning with Oracles.
2071825,Delta B+ Tree: Indexing 3D Point Sets for Pattern Discovery.
2548893,Why do you Think this Query is Difficult?: A User Study on Human Query Prediction.
2548892,Retrieval of similar chess positions.
2242032,An Implementation of P3P Using Database Technology.
2142858,Anytime Nonparametric A.
3135830,Image Feature Learning for Cold Start Problem in Display Advertising.
1723387,Leveraging compression in the tableau data engine.
2549272,Discovering Experts across Multiple Domains.
2549276,Improving Search using Proximity-Based Statistics.
2141100,Optimizing Objective Function Parameters for Strength in Computer Game-Playing.
2141101,Representing Aggregators in Relational Probabilistic Models.
2141102,Efficient Collaborative Crowdsourcing.
2141103,An Adaptive Planner.
2895770,Constructing models for content-based image retrieval.
2895772,Fine-grained visual categorization via multi-stage metric learning.
2892209,Outlier Detection in Video Sequences under Affine Projection.
2892202,"Multi-shot Imaging: Joint Alignment, Deblurring, and Resolution-Enhancement."
2892203,Introducing new deformable surfaces to segment 3D images.
2887776,2D-3D Rigid Registration of X-Ray Fluoroscopy and CT Images Using Mutual Information and Sparsely Sampled Histogram Estimators.
2887774,Low-Dimensional Representations of Shaded Surfaces under Varying Illumination.
2887775,Applying Perceptual Grouping to Content-Based Image Retrieval: Building Images.
2887772,"Simultaneous foreground, background, and alpha estimation for image matting."
2887771,Automatic Method for Correlating Horizons across Faults in 3D Seismic Data.
2887779,Simulating makeup through physics-based manipulation of intrinsic image layers.
1722389,"Knowledge Curation and Knowledge Fusion: Challenges, Models and Applications."
1722382,On Designing an I/O Processor for a Relational Data Base Machine.
2549858,Models of IR (Panel).
2549856,Relevance Scores for Triples from Type-Like Relations.
2146347,"Combining Retrieval, Statistics, and Inference to Answer Elementary Science Questions."
2146344,A Regularized Linear Dynamical System Framework for Multivariate Time Series Analysis.
2146343,A.I. as an Introduction to Research Methods in Computer Science.
2146342,Exploiting an Oracle That Reports AUC Scores in Machine Learning Contests.
2146348,Choices Without Backtracking.
