1993,2551,KDD,0
1993,208,VLDBJ.,0
1993,1791,ECIR,0
1993,2852,SIGIR,44
1993,331,EDBT,0
1993,2235,SIGMODConference,89
1993,1229,VLDB,65
1993,462,PVLDB,0
1993,3527,ICDM,0
1993,259,AAAI,134
1993,3155,ICDE,67
1993,166,PAKDD,0
1993,1712,SDM,0
1993,1041,ECML/PKDD,0
1993,947,ECML,41
1993,2981,IJCAI,222
1993,2789,CIKM,82
1993,1584,WWW,0
1993,1402,PODS,26
1993,1677,CVPR,140
1993,1764,WSDM,0
1992,881,PKDD,0
1992,2551,KDD,0
1992,208,VLDBJ.,1
1992,1791,ECIR,0
1992,2852,SIGIR,34
1992,331,EDBT,33
1992,2235,SIGMODConference,65
1992,1229,VLDB,58
1992,462,PVLDB,0
1992,3527,ICDM,0
1992,259,AAAI,133
1992,3155,ICDE,61
1992,166,PAKDD,0
1992,1712,SDM,0
1992,1041,ECML/PKDD,0
1992,947,ECML,0
1992,2981,IJCAI,0
1992,2789,CIKM,8
1992,1584,WWW,0
1992,1402,PODS,33
1992,1677,CVPR,118
1992,1764,WSDM,0
1995,881,PKDD,0
1995,2551,KDD,56
1995,208,VLDBJ.,0
1995,1791,ECIR,0
1995,2852,SIGIR,40
1995,331,EDBT,0
1995,2235,SIGMODConference,76
1995,1229,VLDB,71
1995,462,PVLDB,0
1995,3527,ICDM,0
1995,259,AAAI,1
1995,3155,ICDE,55
1995,166,PAKDD,0
1995,1712,SDM,0
1995,1041,ECML/PKDD,0
1995,947,ECML,44
1995,2981,IJCAI,320
1995,2789,CIKM,55
1995,1584,WWW,0
1995,1402,PODS,29
1995,1677,CVPR,0
1995,1764,WSDM,0
1994,881,PKDD,0
1994,2551,KDD,0
1994,208,VLDBJ.,0
1994,1791,ECIR,0
1994,2852,SIGIR,37
1994,331,EDBT,32
1994,2235,SIGMODConference,73
1994,1229,VLDB,68
1994,462,PVLDB,0
1994,3527,ICDM,0
1994,259,AAAI,300
1994,3155,ICDE,43
1994,166,PAKDD,0
1994,1712,SDM,0
1994,1041,ECML/PKDD,0
1994,947,ECML,46
1994,2981,IJCAI,0
1994,2789,CIKM,57
1994,1584,WWW,0
1994,1402,PODS,32
1994,1677,CVPR,111
1994,1764,WSDM,0
1997,881,PKDD,43
1997,2551,KDD,64
1997,208,VLDBJ.,1
1997,1791,ECIR,0
1997,2852,SIGIR,40
1997,331,EDBT,0
1997,2235,SIGMODConference,67
1997,1229,VLDB,65
1997,462,PVLDB,0
1997,3527,ICDM,0
1997,259,AAAI,213
1997,3155,ICDE,58
1997,166,PAKDD,0
1997,1712,SDM,0
1997,1041,ECML/PKDD,0
1997,947,ECML,33
1997,2981,IJCAI,234
1997,2789,CIKM,48
1997,1584,WWW,0
1997,1402,PODS,26
1997,1677,CVPR,138
1997,1764,WSDM,0
1996,881,PKDD,0
1996,2551,KDD,73
1996,208,VLDBJ.,0
1996,1791,ECIR,0
1996,2852,SIGIR,46
1996,331,EDBT,43
1996,2235,SIGMODConference,65
1996,1229,VLDB,70
1996,462,PVLDB,0
1996,3527,ICDM,0
1996,259,AAAI,283
1996,3155,ICDE,64
1996,166,PAKDD,0
1996,1712,SDM,0
1996,1041,ECML/PKDD,0
1996,947,ECML,0
1996,2981,IJCAI,0
1996,2789,CIKM,39
1996,1584,WWW,0
1996,1402,PODS,26
1996,1677,CVPR,107
1996,1764,WSDM,0
1999,881,PKDD,83
1999,2551,KDD,62
1999,208,VLDBJ.,2
1999,1791,ECIR,0
1999,2852,SIGIR,75
1999,331,EDBT,0
1999,2235,SIGMODConference,84
1999,1229,VLDB,75
1999,462,PVLDB,0
1999,3527,ICDM,0
1999,259,AAAI,189
1999,3155,ICDE,69
1999,166,PAKDD,72
1999,1712,SDM,0
1999,1041,ECML/PKDD,0
1999,947,ECML,0
1999,2981,IJCAI,259
1999,2789,CIKM,68
1999,1584,WWW,0
1999,1402,PODS,35
1999,1677,CVPR,137
1999,1764,WSDM,0
1998,881,PKDD,57
1998,2551,KDD,66
1998,208,VLDBJ.,1
1998,1791,ECIR,0
1998,2852,SIGIR,75
1998,331,EDBT,33
1998,2235,SIGMODConference,86
1998,1229,VLDB,81
1998,462,PVLDB,0
1998,3527,ICDM,0
1998,259,AAAI,205
1998,3155,ICDE,66
1998,166,PAKDD,51
1998,1712,SDM,0
1998,1041,ECML/PKDD,0
1998,947,ECML,47
1998,2981,IJCAI,0
1998,2789,CIKM,54
1998,1584,WWW,0
1998,1402,PODS,32
1998,1677,CVPR,108
1998,1764,WSDM,0
2002,881,PKDD,43
2002,2551,KDD,87
2002,208,VLDBJ.,4
2002,1791,ECIR,23
2002,2852,SIGIR,104
2002,331,EDBT,52
2002,2235,SIGMODConference,81
2002,1229,VLDB,116
2002,462,PVLDB,0
2002,3527,ICDM,104
2002,259,AAAI,179
2002,3155,ICDE,79
2002,166,PAKDD,54
2002,1712,SDM,34
2002,1041,ECML/PKDD,0
2002,947,ECML,45
2002,2981,IJCAI,0
2002,2789,CIKM,97
2002,1584,WWW,71
2002,1402,PODS,27
2002,1677,CVPR,1
2002,1764,WSDM,0
2003,881,PKDD,40
2003,2551,KDD,94
2003,208,VLDBJ.,4
2003,1791,ECIR,49
2003,2852,SIGIR,106
2003,331,EDBT,0
2003,2235,SIGMODConference,94
2003,1229,VLDB,122
2003,462,PVLDB,0
2003,3527,ICDM,106
2003,259,AAAI,1
2003,3155,ICDE,89
2003,166,PAKDD,61
2003,1712,SDM,44
2003,1041,ECML/PKDD,0
2003,947,ECML,43
2003,2981,IJCAI,111
2003,2789,CIKM,88
2003,1584,WWW,302
2003,1402,PODS,29
2003,1677,CVPR,150
2003,1764,WSDM,0
2000,881,PKDD,86
2000,2551,KDD,78
2000,208,VLDBJ.,6
2000,1791,ECIR,0
2000,2852,SIGIR,74
2000,331,EDBT,34
2000,2235,SIGMODConference,78
2000,1229,VLDB,93
2000,462,PVLDB,0
2000,3527,ICDM,0
2000,259,AAAI,230
2000,3155,ICDE,91
2000,166,PAKDD,50
2000,1712,SDM,0
2000,1041,ECML/PKDD,0
2000,947,ECML,45
2000,2981,IJCAI,0
2000,2789,CIKM,67
2000,1584,WWW,0
2000,1402,PODS,29
2000,1677,CVPR,172
2000,1764,WSDM,0
2001,881,PKDD,45
2001,2551,KDD,70
2001,208,VLDBJ.,3
2001,1791,ECIR,0
2001,2852,SIGIR,87
2001,331,EDBT,0
2001,2235,SIGMODConference,82
2001,1229,VLDB,105
2001,462,PVLDB,0
2001,3527,ICDM,88
2001,259,AAAI,1
2001,3155,ICDE,59
2001,166,PAKDD,63
2001,1712,SDM,28
2001,1041,ECML/PKDD,0
2001,947,ECML,55
2001,2981,IJCAI,81
2001,2789,CIKM,94
2001,1584,WWW,77
2001,1402,PODS,29
2001,1677,CVPR,200
2001,1764,WSDM,0
2006,881,PKDD,68
2006,2551,KDD,123
2006,208,VLDBJ.,3
2006,1791,ECIR,70
2006,2852,SIGIR,150
2006,331,EDBT,81
2006,2235,SIGMODConference,99
2006,1229,VLDB,134
2006,462,PVLDB,0
2006,3527,ICDM,118
2006,259,AAAI,385
2006,3155,ICDE,149
2006,166,PAKDD,100
2006,1712,SDM,77
2006,1041,ECML/PKDD,0
2006,947,ECML,82
2006,2981,IJCAI,0
2006,2789,CIKM,138
2006,1584,WWW,217
2006,1402,PODS,39
2006,1677,CVPR,241
2006,1764,WSDM,0
2007,881,PKDD,62
2007,2551,KDD,112
2007,208,VLDBJ.,5
2007,1791,ECIR,83
2007,2852,SIGIR,219
2007,331,EDBT,0
2007,2235,SIGMODConference,134
2007,1229,VLDB,151
2007,462,PVLDB,0
2007,3527,ICDM,75
2007,259,AAAI,371
2007,3155,ICDE,177
2007,166,PAKDD,129
2007,1712,SDM,75
2007,1041,ECML/PKDD,0
2007,947,ECML,75
2007,2981,IJCAI,695
2007,2789,CIKM,134
2007,1584,WWW,226
2007,1402,PODS,31
2007,1677,CVPR,371
2007,1764,WSDM,0
2004,881,PKDD,64
2004,2551,KDD,115
2004,208,VLDBJ.,3
2004,1791,ECIR,29
2004,2852,SIGIR,140
2004,331,EDBT,60
2004,2235,SIGMODConference,114
2004,1229,VLDB,151
2004,462,PVLDB,0
2004,3527,ICDM,85
2004,259,AAAI,193
2004,3155,ICDE,115
2004,166,PAKDD,82
2004,1712,SDM,59
2004,1041,ECML/PKDD,0
2004,947,ECML,56
2004,2981,IJCAI,0
2004,2789,CIKM,94
2004,1584,WWW,242
2004,1402,PODS,34
2004,1677,CVPR,187
2004,1764,WSDM,0
2005,881,PKDD,75
2005,2551,KDD,102
2005,208,VLDBJ.,4
2005,1791,ECIR,51
2005,2852,SIGIR,137
2005,331,EDBT,0
2005,2235,SIGMODConference,117
2005,1229,VLDB,141
2005,462,PVLDB,0
2005,3527,ICDM,107
2005,259,AAAI,316
2005,3155,ICDE,119
2005,166,PAKDD,97
2005,1712,SDM,76
2005,1041,ECML/PKDD,0
2005,947,ECML,70
2005,2981,IJCAI,483
2005,2789,CIKM,161
2005,1584,WWW,264
2005,1402,PODS,34
2005,1677,CVPR,257
2005,1764,WSDM,0
2008,881,PKDD,0
2008,2551,KDD,133
2008,208,VLDBJ.,2
2008,1791,ECIR,86
2008,2852,SIGIR,207
2008,331,EDBT,69
2008,2235,SIGMODConference,131
2008,1229,VLDB,0
2008,462,PVLDB,0
2008,3527,ICDM,143
2008,259,AAAI,355
2008,3155,ICDE,187
2008,166,PAKDD,116
2008,1712,SDM,76
2008,1041,ECML/PKDD,0
2008,947,ECML,0
2008,2981,IJCAI,0
2008,2789,CIKM,244
2008,1584,WWW,233
2008,1402,PODS,31
2008,1677,CVPR,351
2008,1764,WSDM,27
2009,881,PKDD,0
2009,2551,KDD,145
2009,208,VLDBJ.,2
2009,1791,ECIR,94
2009,2852,SIGIR,208
2009,331,EDBT,103
2009,2235,SIGMODConference,124
2009,1229,VLDB,0
2009,462,PVLDB,0
2009,3527,ICDM,143
2009,259,AAAI,0
2009,3155,ICDE,193
2009,166,PAKDD,113
2009,1712,SDM,105
2009,1041,ECML/PKDD,0
2009,947,ECML,0
2009,2981,IJCAI,447
2009,2789,CIKM,334
2009,1584,WWW,197
2009,1402,PODS,30
2009,1677,CVPR,269
2009,1764,WSDM,37
