Rule Discovery and Probabilistic Modeling for Onomastic Data.,2003,PKDD
Data Streams and Data Synopses for Massive Data Sets.,2005,PKDD
Which Topic Will You Follow?,2012,ECML/PKDD (2)
Classification and Novel Class Detection of Data Streams in a Dynamic Feature Space.,2010,ECML/PKDD (2)
Fast Hoeffding Drift Detection Method for Evolving Data Streams.,2016,ECML/PKDD (2)
Finding Interesting Pass Patterns from Soccer Game Records.,2004,PKDD
SINDBAD and SiQL: An Inductive Database and Query Language in the Relational Model.,2008,ECML/PKDD (2)
Discovering Skylines of Subgroup Sets.,2013,ECML/PKDD (3)
Mixed Bregman Clustering with Approximation Guarantees.,2008,ECML/PKDD (2)
techniques and Applications of KDD (Abstract).,1997,PKDD
Why Does Subsequence Time-Series Clustering Produce Sine Waves?,2006,PKDD
Improved Algorithms for Univariate Discretization of Continuous Features.,2007,PKDD
Automatic Categorization of Human-Coded and Evolved CoreWar Warriors.,2007,PKDD
Community Trend Outlier Detection Using Soft Temporal Pattern Mining.,2012,ECML/PKDD (2)
Predicting Chemical Carcinogenesis Using Structural Information Only.,1999,PKDD
Clustering Scientific Literature Using Sparse Citation Graph Analysis.,2006,PKDD
Meta-learning Recommendation of Default Hyper-parameter Values for SVMs in Classification Tasks.,2015,MetaSel@PKDD/ECML
Size Matters: Finding the Most Informative Set of Window Lengths.,2012,ECML/PKDD (2)
CC-MR - Finding Connected Components in Huge Graphs with MapReduce.,2012,ECML/PKDD (1)
Support Vector Machines for Knowledge Discovery.,1999,PKDD
Look before you leap: Some insights into learner evaluation with cross-validation.,2014,SSDM@ECML/PKDD
Learning First Order Logic Time Series Classifiers: Rules and Boosting.,2000,PKDD
Classification of Multi-labeled Data: A Generative Approach.,2008,ECML/PKDD (2)
A Graphical Model for Content Based Image Suggestion and Feature Selection.,2007,PKDD
Decomposable Families of Itemsets.,2008,ECML/PKDD (2)
Effective Blending of Two and Three-way Interactions for Modeling Multi-relational Data.,2014,ECML/PKDD (1)
Discovery of Temporal Patterns. Learning Rules about the Qualitative Behaviour of Time Series.,2001,PKDD
Preliminary Experimental Analysis of Reservoir Computing Approach for Balance Assessment.,2015,AALTD@PKDD/ECML
Large-Scale Support Vector Learning with Structural Kernels.,2010,ECML/PKDD (3)
Exploring Multiple Communities with Kernel-Based Link Analysis.,2006,PKDD
Capacity Control for Partially Ordered Feature Sets.,2009,ECML/PKDD (2)
Learning to Disambiguate Search Queries from Short Sessions.,2009,ECML/PKDD (2)
Capturing Time-structures in Earth Observation Data with Gaussian Processes (abstract).,2015,AALTD@PKDD/ECML
Learning Algorithms for Link Prediction Based on Chance Constraints.,2010,ECML/PKDD (1)
Maximum Consistency Preferential Random Walks.,2012,ECML/PKDD (2)
Experimenting SnakeT: A Hierarchical Clustering Engine for Web-Page Snippets.,2004,PKDD
Mining Hierarchical Decision Rules from Clinical Databases Using Rough Sets aaand Medical Diagnostic Model.,2002,PKDD
Exploiting Multi-step Sample Trajectories for Approximate Value Iteration.,2013,ECML/PKDD (1)
Terrorist Detection System.,2004,PKDD
Boosted Mean Shift Clustering.,2014,ECML/PKDD (2)
An Apriori-Based Algorithm for Mining Frequent Substructures from Graph Data.,2000,PKDD
Interactive Visual Data Exploration with Subjective Feedback.,2016,ECML/PKDD (2)
Learning with Randomized Majority Votes.,2010,ECML/PKDD (2)
An Analysis of Probabilistic Methods for Top-N Recommendation in Collaborative Filtering.,2011,ECML/PKDD (1)
Learning Characteristic Rules Relying on Quantified Paths.,2003,PKDD
Directed Graph Learning via High-Order Co-linkage Analysis.,2010,ECML/PKDD (3)
Discovering Patterns in Flows: A Privacy Preserving Approach with the ACSM Prototype.,2009,ECML/PKDD (2)
Application of Reinforcement Learning to Electrical Power System Closed-Loop Emergency Control.,2000,PKDD
K-Subspace Clustering.,2009,ECML/PKDD (2)
Winning the DARPA Grand Challenge.,2006,PKDD
Similarity Search for Multi-dimensional NMR-Spectra of Natural Products.,2006,PKDD
Statistical sigma-Partition Clustering over Data Streams.,2003,PKDD
Text Mining for Open Domain Semi-Supervised Semantic Role Labeling.,2014,DMNLP@PKDD/ECML
Coniunge et Impera: Multiple-Graph Mining for Query-Log Analysis.,2010,ECML/PKDD (1)
On Oblique Random Forests.,2011,ECML/PKDD (2)
Constructing High Dimensional Feature Space for Time Series Classification.,2007,PKDD
A Propositional Approach to Textual Case Indexing.,2005,PKDD
Factor Models for Tag Recommendation in BibSonomy.,2009,DC@PKDD/ECML
Learning Compact Class Codes for Fast Inference in Large Multi Class Classification.,2012,ECML/PKDD (1)
Learning to Aggregate Using Uninorms.,2016,ECML/PKDD (2)
An Analysis of Tensor Models for Learning on Structured Data.,2013,ECML/PKDD (2)
"Hierarchical, Parameter-Free Community Discovery.",2008,ECML/PKDD (2)
An Algorithm to Find Overlapping Community Structure in Networks.,2007,PKDD
Clustering by Intent: A Semi-Supervised Method to Discover Relevant Clusters Incrementally.,2015,ECML/PKDD (3)
Online Analysis of High-Volume Data Streams in Astroparticle Physics.,2015,ECML/PKDD (3)
Bloomy Decision Tree for Multi-objective Classification.,2001,PKDD
Variational Graph Embedding for Globally and Locally Consistent Feature Extraction.,2009,ECML/PKDD (2)
Semi-Supervised Boosting for Multi-Class Classification.,2008,ECML/PKDD (2)
Discovery of Common Subsequences in Cognitive Evoked Potentials.,1998,PKDD
A Self-training Approach to Cost Sensitive Uncertainty Sampling.,2009,ECML/PKDD (1)
The Blind Leading the Blind: Network-Based Location Estimation Under Uncertainty.,2015,ECML/PKDD (2)
Automatic Text Summarization Using Unsupervised and Semi-supervised Learning.,2001,PKDD
Learning from Label Proportions by Optimizing Cluster Model Selection.,2011,ECML/PKDD (3)
Credible Review Detection with Limited Information Using Consistency Features.,2016,ECML/PKDD (2)
Robust Feature Selection Using Ensemble Feature Selection Techniques.,2008,ECML/PKDD (2)
Erratum: Area under the Precision-Recall Curve: Point Estimates and Confidence Intervals.,2013,ECML/PKDD (3)
A Spectroscopy of Texts for Effective Clustering.,2004,PKDD
Non-stationary Environment Compensation Using Sequential EM Algorithm for Robust Speech Recognition.,2005,PKDD
Feature Selection for Reinforcement Learning: Evaluating Implicit State-Reward Dependency via Conditional Mutual Information.,2010,ECML/PKDD (1)
On Objective Measures of Rule Surprisingness.,1998,PKDD
Artificial Neural Networks Applied to Taxi Destination Prediction.,2015,DC@PKDD/ECML
Parameter Learning in Probabilistic Databases: A Least Squares Approach.,2008,ECML/PKDD (1)
Community Mining from Multi-relational Networks.,2005,PKDD
Querying Inductive Databases via Logic-Based User-Defined Aggregates.,1999,PKDD
The Minimum Code Length for Clustering Using the Gray Code.,2011,ECML/PKDD (3)
Asynchronous and Anticipatory Filter-Stream Based Parallel Algorithm for Frequent Itemset Mining.,2004,PKDD
Decision Trees for Hierarchical Multilabel Classification: A Case Study in Functional Genomics.,2006,PKDD
A Reservoir Computing Approach for Balance Assessment.,2015,AALTD@PKDD/ECML (Revised Selected Papers)
Learning Neighborhoods for Metric Learning.,2012,ECML/PKDD (1)
Classifier Chains for Multi-label Classification.,2009,ECML/PKDD (2)
"Will My Question Be Answered? Predicting ""Question Answerability"" in Community Question-Answering Sites.",2013,ECML/PKDD (3)
Discovering Task Neighbourhoods Through Landmark Learning Performances.,2000,PKDD
Enhancing the Performance of Centroid Classifier by ECOC and Model Refinement.,2009,ECML/PKDD (2)
Detecting Marionette Microblog Users for Improved Information Credibility.,2013,ECML/PKDD (3)
Application of Inductive Logic Programming to Structure-Based Drug Design.,2003,PKDD
Finding Transport Proteins in a General Protein Database.,2007,PKDD
Some Enhencements of Decision Tree Bagging.,2000,PKDD
Prediction with Model-Based Neutrality.,2013,ECML/PKDD (2)
Opening the Black Box: Revealing Interpretable Sequence Motifs in Kernel-Based Learning Algorithms.,2015,ECML/PKDD (2)
Mining Rules of Multi-level Diagnostic Procedure from Databases.,2003,PKDD
Universal Learning over Related Distributions and Adaptive Graph Transduction.,2009,ECML/PKDD (2)
BMaD - A Boolean Matrix Decomposition Framework.,2014,ECML/PKDD (3)
Model Switching for Bayesian Classification Trees with Soft Splits.,1998,PKDD
Real Time GPU-Based Fuzzy ART Skin Recognition.,2007,PKDD
Pattern Extraction for Time Series Classification.,2001,PKDD
Highly Dimensional Problems in Computational Advertising.,2011,ECML/PKDD (1)
Utility-Based Regression.,2007,PKDD
Linear State-Space Model with Time-Varying Dynamics.,2014,ECML/PKDD (2)
"Semi-supervised Multi-label Classification - A Simultaneous Large-Margin, Subspace Learning Approach.",2012,ECML/PKDD (2)
A Mixed Similarity Measure in Near-Linear Computational Complexity for Distance-Based Methods.,2000,PKDD
Kernels for Periodic Time Series Arising in Astronomy.,2009,ECML/PKDD (2)
An Innovative GA-Based Decision Tree Classifier in Large Scale Data Mining.,1999,PKDD
Web Usage Mining: How to Efficiently Manage New Transactions and New Clients.,2000,PKDD
Probabilistic Clustering for Hierarchical Multi-Label Classification of Protein Functions.,2013,ECML/PKDD (2)
Fast Estimation of the Pattern Frequency Spectrum.,2014,ECML/PKDD (2)
Refining Aggregate Conditions in Relational Learning.,2006,PKDD
Fast Approximate Text Document Clustering Using Compressive Sampling.,2011,ECML/PKDD (2)
Detecting Temporal Change in Event Sequences: An Application to Demographic Data.,2001,PKDD
Semi-supervised Abstraction-Augmented String Kernel for Multi-level Bio-Relation Extraction.,2010,ECML/PKDD (2)
Fast Outlier Detection in High Dimensional Spaces.,2002,PKDD
Support Vector Machines for Differential Prediction.,2014,ECML/PKDD (2)
A Spectral Learning Algorithm for Finite State Transducers.,2011,ECML/PKDD (1)
Clinical Knowledge Discovery in Hospital Information Systems: Two Case Studies.,2000,PKDD
Solving Problems with Visual Analytics: Challenges and Applications.,2012,ECML/PKDD (1)
Learning to Have Fun.,2006,PKDD
Discovering Neutrinos Through Data Analytics.,2015,ECML/PKDD (3)
FILTA: Better View Discovery from Collections of Clusterings via Filtering.,2014,ECML/PKDD (2)
Speeding Up Logistic Model Tree Induction.,2005,PKDD
Learning from Partially Annotated Sequences.,2011,ECML/PKDD (1)
Web Communities Identification from Random Walks.,2006,PKDD
Support Vectors for Reinforcement Learning.,2001,PKDD
Superset Learning Based on Generalized Loss Minimization.,2015,ECML/PKDD (2)
Sparse Relational Topic Models for Document Networks.,2013,ECML/PKDD (1)
Statistical Relational Learning with Formal Ontologies.,2009,ECML/PKDD (2)
Adventures in Personalized Information Access.,2007,ECML/PKDD
Competitive Online Generalized Linear Regression under Square Loss.,2010,ECML/PKDD (3)
Learning Policies for Battery Usage Optimization in Electric Vehicles.,2012,ECML/PKDD (2)
Modeling Transfer Relationships Between Learning Tasks for Improved Inductive Transfer.,2008,ECML/PKDD (1)
Is Attribute-Based Zero-Shot Learning an Ill-Posed Strategy?,2016,ECML/PKDD (1)
Dense Bag-of-Temporal-SIFT-Words for Time Series Classification.,2015,AALTD@PKDD/ECML (Revised Selected Papers)
Laplacian Spectrum Learning.,2010,ECML/PKDD (3)
Evidence-Based Clustering for Scalable Inference in Markov Logic.,2014,ECML/PKDD (3)
Learning Bi-clustered Vector Autoregressive Models.,2012,ECML/PKDD (2)
Agents Teaching Agents in Reinforcement Learning (Nectar Abstract).,2014,ECML/PKDD (3)
Recognizing Reliability of Discovered Knowledge.,1997,PKDD
Modeling Sequential Preferences with Dynamic User and Context Factors.,2016,ECML/PKDD (2)
Large Margin Learning of Bayesian Classifiers Based on Gaussian Mixture Models.,2010,ECML/PKDD (3)
Refined Algorithms for Infinitely Many-Armed Bandits with Deterministic Rewards.,2015,ECML/PKDD (1)
Comparing Apples and Oranges - Measuring Differences between Data Mining Results.,2011,ECML/PKDD (3)
Pre-processing Large Spatial Data Sets with Bayesian Methods.,2007,PKDD
Influence and Passivity in Social Media.,2011,ECML/PKDD (3)
Learning to Tag from Open Vocabulary Labels.,2010,ECML/PKDD (2)
Majority Classification by Means of Association Rules.,2003,PKDD
Theory-Practice Interplay in Machine Learning - Emerging Theoretical Challenges.,2009,ECML/PKDD (1)
Lifted Online Training of Relational Models with Stochastic Gradient Methods.,2012,ECML/PKDD (1)
Detecting Bicliques in GF[q].,2013,ECML/PKDD (1)
Bidirectional Semi-supervised Learning with Graphs.,2012,ECML/PKDD (2)
Frequent Pattern Discovery Without Binarization: Mining Attribute Profiles.,2006,PKDD
Constrained Parameter Estimation for Semi-supervised Learning: The Case of the Nearest Mean Classifier.,2010,ECML/PKDD (2)
Diagnosing Acute Appendicitis with Very Simple Classification Rules.,1999,PKDD
A Framework for Evaluating the Smoothness of Data-Mining Results.,2012,ECML/PKDD (2)
Minimal Shrinkage for Noisy Data Recovery Using Schatten-p Norm Objective.,2013,ECML/PKDD (2)
Incremental Aspect Models for Mining Document Streams.,2006,PKDD
Discriminative Subnetworks with Regularized Spectral Learning for Global-State Network Data.,2014,ECML/PKDD (1)
Analyzing Attribute Dependencies.,2003,PKDD
Learning Beyond Predefined Label Space via Bayesian Nonparametric Topic Modelling.,2016,ECML/PKDD (1)
"On Feature Selection, Bias-Variance, and Bagging.",2009,ECML/PKDD (2)
New Regularized Algorithms for Transductive Learning.,2009,ECML/PKDD (2)
Online Learning of Deep Hybrid Architectures for Semi-supervised Categorization.,2015,ECML/PKDD (1)
Adaptive Segmentation-Based Symbolic Representations of Time Series for Better Modeling and Lower Bounding Distance Measures.,2006,PKDD
Geography of Differences between Two Classes of Data.,2002,PKDD
Supervised Learning of Syntactic Contexts for Uncovering Definitions and Extracting Hypernym Relations in Text Databases.,2013,ECML/PKDD (2)
Automatic Construction and Refinement of a Class Hierarchy over Multi-valued Data.,2001,PKDD
A Logical Approach to Fuzzy Data Analysis.,1999,PKDD
OutRules: A Framework for Outlier Descriptions in Multiple Context Spaces.,2012,ECML/PKDD (2)
An Efficient Approach to Discovering Sequential Patterns in Large Databases.,2000,PKDD
Scoring and Classifying with Gated Auto-Encoders.,2015,ECML/PKDD (1)
Group SAX: Extending the Notion of Contrast Sets to Time Series and Multimedia Data.,2006,PKDD
The ESPRIT Project CreditMine and Its Relevance for the Internet Market.,1999,PKDD
A Nearly Unbiased Matrix Completion Approach.,2013,ECML/PKDD (2)
Efficient Decoding of Ternary Error-Correcting Output Codes for Multiclass Classification.,2009,ECML/PKDD (2)
Shared Structure Learning for Multiple Tasks with Multiple Views.,2013,ECML/PKDD (2)
Multiagent Reinforcement Learning for Urban Traffic Control Using Coordination Graphs.,2008,ECML/PKDD (1)
Temporal Machine Learning for Switching Control.,2000,PKDD
On Approximation of Real-World Influence Spread.,2012,ECML/PKDD (2)
Joint Learning of Entity Semantics and Relation Pattern for Relation Extraction.,2016,ECML/PKDD (1)
Combining Winnow and Orthogonal Sparse Bigrams for Incremental Spam Filtering.,2004,PKDD
Evidence of Temporal Artifacts in Social Networks.,2015,MUSE@PKDD/ECML
Error Correcting Codes with Optimized Kullback-Leibler Distances for Text Categorization.,2001,PKDD
Rule Discovery in Large Time-Series Medical Databases.,1999,PKDD
Privacy-Preserving Mobility Monitoring Using Sketches of Stationary Sensor Readings.,2013,ECML/PKDD (3)
Applying Objective Interestingness Measures in Data Mining Systems.,2000,PKDD
A Critical Analysis of Variants of the AUC.,2008,ECML/PKDD (1)
Data Mining in Schizophrenia Research - Preliminary Analysis.,2002,PKDD
Separating Rule Refinement and Rule Selection Heuristics in Inductive Rule Learning.,2014,ECML/PKDD (3)
Pool-Based Agnostic Experiment Design in Linear Regression.,2008,ECML/PKDD (2)
Interestingness-Driven Diffusion Process Summarization in Dynamic Networks.,2014,ECML/PKDD (2)
"Cutset Networks: A Simple, Tractable, and Scalable Approach for Improving the Accuracy of Chow-Liu Trees.",2014,ECML/PKDD (2)
Author Name Disambiguation Using a New Categorical Distribution Similarity.,2012,ECML/PKDD (1)
Mining Research Topic-Related Influence between Academia and Industry.,2011,ECML/PKDD (2)
Latent Dirichlet Allocation for Automatic Document Categorization.,2009,ECML/PKDD (2)
An Adaptive Nearest Neighbor Classification Algorithm for Data Streams.,2005,PKDD
Centroid-Based Document Classification: Analysis and Experimental Results.,2000,PKDD
A Unified View of Matrix Factorization Models.,2008,ECML/PKDD (2)
MetaData Retrieval: A Software Prototype for the Annotation of Maps with Social Metadata.,2011,ECML/PKDD (3)
Expert Constrained Clustering: A Symbolic Approach.,2000,PKDD
Subspace Regularization: A New Semi-supervised Learning Method.,2009,ECML/PKDD (2)
Data Mining for Robust Business Intelligence Solutions.,1999,PKDD
Learning the Difference between Partially Observable Dynamical Systems.,2009,ECML/PKDD (2)
Infection Hot Spot Mining from Social Media Trajectories.,2016,ECML/PKDD (2)
A Lipschitz Exploration-Exploitation Scheme for Bayesian Optimization.,2013,ECML/PKDD (1)
Margin and Radius Based Multiple Kernel Learning.,2009,ECML/PKDD (1)
Naive Bayes for Text Classification with Unbalanced Classes.,2006,PKDD
K-Landmarks: Distributed Dimensionality Reduction for Clustering Quality Maintenance.,2006,PKDD
On Learning from Taxi GPS Traces (Preamble).,2015,DC@PKDD/ECML
Elastic Partial Matching of Time Series.,2005,PKDD
Neural Networks Design: Rough Set Approach to Continuous Data.,1997,PKDD
Space Allocation in the Retail Industry: A Decision Support System Integrating Evolutionary Algorithms and Regression Models.,2013,ECML/PKDD (3)
Statistical Model for Rough Set Approach to Multicriteria Classification.,2007,PKDD
Using the Web to Reduce Data Sparseness in Pattern-Based Information Extraction.,2007,PKDD
Tensor Factorization for Multi-relational Learning.,2013,ECML/PKDD (3)
Hub Co-occurrence Modeling for Robust High-Dimensional kNN Classification.,2013,ECML/PKDD (2)
Clustering Techniques in Biological Sequence Analysis.,1997,PKDD
One Graph Is Worth a Thousand Logs: Uncovering Hidden Structures in Massive System Event Logs.,2009,ECML/PKDD (1)
Indexed Bit Map (IBM) for Mining Frequent Sequences.,2005,PKDD
Interpretable Low-rank Document Representations with Label-dependent Sparsity Patterns.,2014,DMNLP@PKDD/ECML
"Text Classification Using Association Rules, Dependency Pruning and Hyperonymization.",2014,DMNLP@PKDD/ECML
Peer and Authority Pressure in Information-Propagation Models.,2011,ECML/PKDD (1)
MinUS: Mining User Similarity with Trajectory Patterns.,2014,ECML/PKDD (3)
k-Anonymous Patterns.,2005,PKDD
A Bayesian Classifier for Learning from Tensorial Data.,2013,ECML/PKDD (2)
Mining Time Series Using Rough Sets - A Case Study.,1997,PKDD
Hyperparameter Optimization with Factorized Multilayer Perceptrons.,2015,ECML/PKDD (2)
BestTime: Finding Representatives in Time Series Datasets.,2014,ECML/PKDD (3)
Semi-supervised Discriminant Analysis Via CCCP.,2008,ECML/PKDD (2)
Hybrid Least-Squares Algorithms for Approximate Policy Evaluation.,2009,ECML/PKDD (1)
Mining Comparative Sentences from Social Medias.,2015,DMNLP@PKDD/ECML
A Probabilistic Clustering-Projection Model for Discrete Data.,2005,PKDD
An Efficient Algorithm for Mining Frequent Sequence with Constraint Programming.,2016,ECML/PKDD (2)
Large Scale Optimization with Proximal Stochastic Newton-Type Gradient Descent.,2015,ECML/PKDD (1)
Automated Discovery of Polynomials by Inductive Genetic Programming.,1999,PKDD
Activity Recognition with Mobile Phones.,2011,ECML/PKDD (3)
Applying Model-Based Optimization to Hyperparameter Optimization in Machine Learning.,2015,MetaSel@PKDD/ECML
Scalable Feature Selection for Multi-class Problems.,2008,ECML/PKDD (1)
An Effective Approach to Enhance Centroid Classifier for Text Categorization.,2007,PKDD
Early Classification of Time Series as a Non Myopic Sequential Decision Making Problem.,2015,ECML/PKDD (1)
Exploration in Relational Worlds.,2010,ECML/PKDD (2)
Conditional Log-linear Models for Mobile Application Usage Prediction.,2014,ECML/PKDD (1)
Mining Sequences of Temporal Intervals.,2006,PKDD
Learning a Distance Metric for Object Identification Without Human Supervision.,2006,PKDD
Efficient Graph Kernels by Randomization.,2012,ECML/PKDD (1)
Machine Learning for Crowdsourced Spatial Data.,2016,ECML/PKDD (3)
A Novel Framework for Locating Software Faults Using Latent Divergences.,2011,ECML/PKDD (3)
New Closed-Form Bounds on the Partition Function.,2008,ECML/PKDD (1)
Efficient Distributed Decision Trees for Robust Regression.,2016,ECML/PKDD (2)
Multi-Task Boosting by Exploiting Task Relationships.,2012,ECML/PKDD (1)
"Arbogodaï, a New Approach for Decision Trees.",2003,PKDD
PYTHIA: Employing Lexical and Semantic Features for Sentiment Analysis.,2014,ECML/PKDD (3)
Topic Significance Ranking of LDA Generative Models.,2009,ECML/PKDD (1)
Trust Hole Identification in Signed Networks.,2016,ECML/PKDD (1)
QUEST: Query Expansion Using Synonyms over Time.,2010,ECML/PKDD (3)
Structuring Domain-Specific Text Archives by Deriving a Probabilistic XML DTD.,2002,PKDD
Iterative Model Refinement of Recommender MDPs Based on Expert Feedback.,2013,ECML/PKDD (1)
Progressive and Iterative Approaches for Time Series Averaging.,2015,AALTD@PKDD/ECML
Improvements in the Data Partitioning Approach for Frequent Itemsets Mining.,2005,PKDD
TopCat: Data Mining for Topic Identification in a Text Corpus.,1999,PKDD
An Empirical Investigation of Minimum Probability Flow Learning Under Different Connectivity Patterns.,2015,ECML/PKDD (1)
"Industrializing Data Mining, Challenges and Perspectives.",2008,ECML/PKDD (1)
Efficient Density Clustering Method for Spatial Data.,2003,PKDD
Kanopy: Analysing the Semantic Network around Document Topics.,2013,ECML/PKDD (3)
Online Density Estimation of Heterogeneous Data Streams in Higher Dimensions.,2016,ECML/PKDD (1)
An Aspect-Lexicon Creation and Evaluation Tool for Sentiment Analysis Researchers.,2012,ECML/PKDD (2)
Discovery of Diagnostic Patterns from Protein Sequence Databases.,1998,PKDD
Data Structures for Detecting Rare Variations in Time Series.,2012,ECML/PKDD (2)
Distance Metric Learning Revisited.,2012,ECML/PKDD (1)
The Feature Importance Ranking Measure.,2009,ECML/PKDD (2)
Algorithms for Constructing of Decision Trees.,1997,PKDD
Clustering Rankings in the Fourier Domain.,2011,ECML/PKDD (1)
MDL-Based Analysis of Time Series at Multiple Time-Scales.,2012,ECML/PKDD (2)
Deterministic Feature Selection for Regularized Least Squares Classification.,2014,ECML/PKDD (2)
Fully Sparse Topic Models.,2012,ECML/PKDD (1)
"The Relation of Closed Itemset Mining, Complete Pruning Strategies and Item Ordering in Apriori-Based FIM Algorithms.",2005,PKDD
Efficient Statistical Pruning of Association Rules.,2003,PKDD
Recognition of Agents Based on Observation of Their Sequential Behavior.,2013,ECML/PKDD (1)
Incremental Commute Time Using Random Walks and Online Anomaly Detection.,2016,ECML/PKDD (1)
Using Belief Networks and Fisher Kernels for Structured Document Classification.,2003,PKDD
Maximizing Time-Decaying Influence in Social Networks.,2016,ECML/PKDD (1)
The Discrete Basis Problem.,2006,PKDD
Declarative Modeling for Machine Learning and Data Mining.,2012,ECML/PKDD (1)
Prior Knowledge in Economic Applications of Data Mining.,2000,PKDD
Automatic Hidden Web Database Classification.,2007,PKDD
Fast Burst Correlation of Financial Data.,2005,PKDD
Transactional Tree Mining.,2016,ECML/PKDD (1)
Postponing the Evaluation of Attributes with a High Number of Boundary Points.,1998,PKDD
Learning Preferences with Hidden Common Cause Relations.,2009,ECML/PKDD (1)
Text Mining at the Term Level.,1998,PKDD
Pruning Relations for Substructure Discovery of Multi-relational Databases.,2007,PKDD
Extending Attribute-Oriented Induction as a Key-Preserving Data Mining Method.,1999,PKDD
ShareBoost: Boosting for Multi-view Learning with Performance Guarantees.,2011,ECML/PKDD (2)
Deconstructing Kernel Machines.,2014,ECML/PKDD (1)
Comparing Probabilistic Models for Melodic Sequences.,2011,ECML/PKDD (3)
On the Correspondence between Classes of Implicational and Equivalence Quantifiers.,1999,PKDD
"A Quantitative Comparison of the Subgraph Miners MoFa, gSpan, FFSM, and Gaston.",2005,PKDD
"Collective Principal Component Analysis from Distributed, Heterogeneous Data.",2000,PKDD
Concurrent Inference of Topic Models and Distributed Vector Representations.,2015,ECML/PKDD (2)
Debt Detection in Social Security by Sequence Classification Using Both Positive and Negative Patterns.,2009,ECML/PKDD (2)
Towards Robot Skill Learning: From Simple Skills to Table Tennis.,2013,ECML/PKDD (3)
On the Discovery of Weak Periodicities in Large Time Series.,2002,PKDD
Hypergraph Learning with Hyperedge Expansion.,2012,ECML/PKDD (1)
Adaptive Stochastic Primal-Dual Coordinate Descent for Separable Saddle Point Problems.,2015,ECML/PKDD (1)
Omiotis: A Thesaurus-Based Measure of Text Relatedness.,2009,ECML/PKDD (2)
ConDist: A Context-Driven Categorical Distance Measure.,2015,ECML/PKDD (1)
Learning to Infer Social Ties in Large Networks.,2011,ECML/PKDD (3)
Towards Machine Learning of Grammars and Compilers of Programming Languages.,2008,ECML/PKDD (2)
Top-N Recommendation via Joint Cross-Domain User Clustering and Similarity Learning.,2016,ECML/PKDD (2)
Taxonomic Prediction with Tree-Structured Covariances.,2013,ECML/PKDD (2)
Learning from Constraints.,2011,ECML/PKDD (1)
A Layered Dirichlet Process for Hierarchical Segmentation of Sequential Grouped Data.,2013,ECML/PKDD (2)
FLIP: Active Learning for Relational Network Classification.,2014,ECML/PKDD (3)
Generalized Agreement Statistics over Fixed Group of Experts.,2011,ECML/PKDD (3)
Detecting Driving Awareness.,2004,PKDD
Human Dynamics: From Human Mobility to Predictability.,2011,ECML/PKDD (1)
Aggregation and Association in Cross Tables.,2000,PKDD
Improving k-Nearest Neighbour Classification with Distance Functions Based on Receiver Operating Characteristics.,2008,ECML/PKDD (1)
Many-to-Many Graph Matching: A Continuous Relaxation Approach.,2010,ECML/PKDD (3)
Constraint-Based Mining of Episode Rules and Optimal Window Sizes.,2004,PKDD
On the Equivalence between Deep NADE and Generative Stochastic Networks.,2014,ECML/PKDD (3)
CEM-Visualisation and Discovery in Email.,2000,PKDD
On Learning Matrices with Orthogonal Columns or Disjoint Supports.,2014,ECML/PKDD (3)
Flexible Shift-Invariant Locality and Globality Preserving Projections.,2014,ECML/PKDD (2)
The Musical Expression Project: A Challenge for Machine Learning and Knowledge Discovery.,2001,PKDD
Using Condensed Representations for Interactive Association Rule Mining.,2002,PKDD
Pattern Based Browsing in Document Collections.,1997,PKDD
Detecting Fraudulent Personalities in Networks of Online Auctioneers.,2006,PKDD
Robust Principal Component Analysis by Reverse Iterative Linear Programming.,2016,ECML/PKDD (2)
Spatial Subgroup Mining Integrated in an Object-Relational Spatial Database.,2002,PKDD
Variational Hidden Conditional Random Fields with Coupled Dirichlet Process Mixtures.,2013,ECML/PKDD (2)
iDVS: An Interactive Multi-document Visual Summarization System.,2011,ECML/PKDD (3)
Anonymizing Data with Relational and Transaction Attributes.,2013,ECML/PKDD (3)
Clustering and Prediction of Mobile User Routes from Cellular Data.,2005,PKDD
SPIN! Data Mining System Based on Component Architecture.,2004,PKDD
Solving Structured Sparsity Regularization with Proximal Methods.,2010,ECML/PKDD (2)
A Fast and Simple Method for Mining Subsequences with Surprising Event Counts.,2013,ECML/PKDD (1)
RIVA: Indexing and Visualization of High-Dimensional Data Via Dimension Reorderings.,2006,PKDD
Using Temporal Language Models for Document Dating.,2009,ECML/PKDD (2)
Share Based Measures for Itemsets.,1997,PKDD
A Simple Model for Sequences of Relational State Descriptions.,2008,ECML/PKDD (2)
Credal Model Averaging: An Extension of Bayesian Model Averaging to Imprecise Probabilities.,2008,ECML/PKDD (1)
Estimating Dynamic Graphical Models from Multivariate Time-Series Data: Recent Methods and Results.,2015,AALTD@PKDD/ECML (Revised Selected Papers)
Locally Linear Landmarks for Large-Scale Manifold Learning.,2013,ECML/PKDD (3)
A Bayesian Scoring Technique for Mining Predictive and Non-Spurious Rules.,2012,ECML/PKDD (2)
VIPER - Visual Pattern Explorer.,2015,ECML/PKDD (3)
Predictive Performance of Weghted Relative Accuracy.,2000,PKDD
Support Approximations Using Bonferroni-Type Inequalities.,2002,PKDD
Feature Extraction from Sensor Data Streams for Real-Time Human Behaviour Recognition.,2007,PKDD
"Discovering Association Rules in Large, Dense Databases.",2000,PKDD
