Generalization Lattices.,1998,PKDD
Inhomogeneous Parsimonious Markov Models.,2013,ECML/PKDD (1)
Learning Multiple Tasks with Boosted Decision Trees.,2012,ECML/PKDD (1)
Efficient Bayesian Maximum Margin Multiple Kernel Learning.,2016,ECML/PKDD (1)
Multilevel Conditional Fuzzy C-Means Clustering of XML Documents.,2007,PKDD
Intelligent Urban Data Monitoring for Smart Cities.,2016,ECML/PKDD (3)
Using Inductive Logic Programming for Predicting Protein-Protein Interactions from Multiple Genomic Data.,2005,PKDD
Future Locations Prediction with Uncertain Data.,2013,ECML/PKDD (1)
Coupled Bayesian Sets Algorithm for Semi-supervised Learning and Information Extraction.,2012,ECML/PKDD (2)
Greedy Part-Wise Learning of Sum-Product Networks.,2013,ECML/PKDD (2)
Trend Mining in Dynamic Attributed Graphs.,2013,ECML/PKDD (1)
Structured Regularizer for Neural Higher-Order Sequence Models.,2015,ECML/PKDD (1)
Monitoring Patterns through an Integrated Management and Mining Tool.,2008,ECML/PKDD (2)
Learning from Inconsistent and Unreliable Annotators by a Gaussian Mixture Model and Bayesian Information Criterion.,2011,ECML/PKDD (3)
A Novel Scalable and Data Efficient Feature Subset Selection Algorithm.,2008,ECML/PKDD (2)
Asynchronous Feature Extraction for Large-Scale Linear Predictors.,2016,ECML/PKDD (1)
Scalable Bayesian Matrix Factorization.,2015,MUSE@PKDD/ECML
Materialized Data Mining Views.,2000,PKDD
Higher Order Fused Regularization for Supervised Learning with Grouped Parameters.,2015,ECML/PKDD (1)
Anomaly Detection in Temporal Graph Data: An Iterative Tensor Decomposition and Masking Approach.,2015,AALTD@PKDD/ECML
A Kernel-Learning Approach to Semi-supervised Clustering with Relative Distance Comparisons.,2015,ECML/PKDD (1)
Query Languages for Knowledge Discovery in Databases.,1999,PKDD
Tractable Semi-supervised Learning of Complex Structured Prediction Models.,2013,ECML/PKDD (3)
Algebraic Techniques for Analysis of Large Discrete-Valued Datasets.,2002,PKDD
The Anatomy of SnakeT: A Hierarchical Clustering Engine for Web-Page Snippets.,2004,PKDD
Modeling the Business Process by Mining Multiple Databases.,1998,PKDD
Novel Fusion Methods for Pattern Recognition.,2011,ECML/PKDD (1)
Interestingness in Attribute-Oriented Induction (AOI): Multiple-Level Rule Generation.,2000,PKDD
A Split-Merge DP-means Algorithm to Avoid Local Minima.,2016,ECML/PKDD (2)
A Family of Feed-Forward Models for Protein Sequence Classification.,2012,ECML/PKDD (2)
Exploring Fringe Settings of SVMs for Classification.,2003,PKDD
A Matrix Factorization Approach for Integrating Multiple Data Views.,2009,ECML/PKDD (1)
"Discovery of ""Interesting"" Data Dependencies from a Workload of SQL Statements.",1999,PKDD
Pedestrian Quantity Estimation with Trajectory Patterns.,2012,ECML/PKDD (2)
Inductive Logic Programming in Clementine.,2000,PKDD
ECG Monitoring in Wearable Devices by Sparse Models.,2016,ECML/PKDD (3)
"Learning, Information Extraction and the Web.",2007,ECML/PKDD
Learned-Norm Pooling for Deep Feedforward and Recurrent Neural Networks.,2014,ECML/PKDD (1)
Regularized Sparse Kernel Slow Feature Analysis.,2011,ECML/PKDD (1)
Using Both Latent and Supervised Shared Topics for Multitask Learning.,2013,ECML/PKDD (2)
Cluster Aggregate Inequality and Multi-level Hierarchical Clustering.,2005,PKDD
MORD: Multi-class Classifier for Ordinal Regression.,2013,ECML/PKDD (3)
Mining Positive and Negative Knowledge in Clinical Databases Based on Rough Set Model.,2001,PKDD
Selecting Collaborative Filtering Algorithms Using Metalearning.,2016,ECML/PKDD (2)
Scalable Relation Prediction Exploiting Both Intrarelational Correlation and Contextual Information.,2012,ECML/PKDD (1)
Max-Margin Weight Learning for Markov Logic Networks.,2009,ECML/PKDD (1)
Influence of Graph Construction on Semi-supervised Learning.,2013,ECML/PKDD (3)
KDTA: Automated Knowledge-Driven Text Annotation.,2010,ECML/PKDD (3)
Online Learning in Adversarial Lipschitz Environments.,2010,ECML/PKDD (2)
Constructing (Almost) Phylogenetic Trees from Developmental Sequences Data.,2004,PKDD
Discovery of Characteristic subgraph Patterns Using Relative Indexing and the Cascade Model.,2000,PKDD
Automatic Category Structure Generation and Categorization of Chinese Text Documents.,2000,PKDD
Communication-Efficient Distributed Online Prediction by Dynamic Model Synchronization.,2014,ECML/PKDD (1)
FASOLE: Fast Algorithm for Structured Output LEarning.,2014,ECML/PKDD (1)
(Blue) Taxi Destination and Trip Time Prediction from Partial Trajectories.,2015,DC@PKDD/ECML
A Tree-Based Approach to Clustering XML Documents by Structure.,2004,PKDD
Shift-Invariant Grouped Multi-task Learning for Gaussian Processes.,2010,ECML/PKDD (3)
Sparsity in Bayesian Blind Source Separation and Deconvolution.,2013,ECML/PKDD (2)
Fast Training of Support Vector Machines for Survival Analysis.,2015,ECML/PKDD (2)
Listener-aware Music Search and Recommendation.,2015,MUSE@PKDD/ECML
Properly Acting under Partial Observability with Action Feasibility Constraints.,2013,ECML/PKDD (1)
Active Learning of Model Parameters for Influence Maximization.,2011,ECML/PKDD (1)
Itemset Classified Clustering.,2004,PKDD
A Fast Method for Training Linear SVM in the Primal.,2008,ECML/PKDD (1)
MOA: A Real-Time Analytics Open Source Framework.,2011,ECML/PKDD (3)
Data Analysis in the Life Sciences - Sparking Ideas -.,2005,PKDD
Rule Induction in Cascade Model Based on Sum of Squares Decomposition.,1999,PKDD
From the Data Mine to the Knowledge Mill: Applying the Principles of Lexical Analysis to the Data Mining and Knowledge Discovery Process.,1998,PKDD
State-Dependent Exploration for Policy Gradient Methods.,2008,ECML/PKDD (2)
"Non-crisp Clustering by Fast, Convergent, and Robust Algorithms.",2001,PKDD
Hybrid Cost-Sensitive Decision Tree.,2005,PKDD
Large-Scale Clustering through Functional Embedding.,2008,ECML/PKDD (2)
Efficient Pruning Schemes for Distance-Based Outlier Detection.,2009,ECML/PKDD (2)
The Difference and the Norm - Characterising Similarities and Differences Between Databases.,2015,ECML/PKDD (2)
Agglomerative Hierarchical Clustering with Constraints: Theoretical and Empirical Results.,2005,PKDD
A Pairwise Label Ranking Method with Imprecise Scores and Partial Predictions.,2013,ECML/PKDD (2)
Bagging for Biclustering: Application to Microarray Data.,2010,ECML/PKDD (1)
Multi-graph Clustering Based on Interior-Node Topology with Applications to Brain Networks.,2016,ECML/PKDD (1)
Learning MDP Action Models Via Discrete Mixture Trees.,2008,ECML/PKDD (2)
Interactive Knowledge-Based Kernel PCA.,2014,ECML/PKDD (2)
Optimizing Disjunctive Association Rules.,1999,PKDD
Scalable Hyperparameter Optimization with Products of Gaussian Process Experts.,2016,ECML/PKDD (1)
Unsupervised Profiling for Identifying Superimposed Fraud.,1999,PKDD
PolyAnalyst Data Analysis Technique and Its Specialization for Processing Data Organized as a Set of Attribute Values.,1998,PKDD
Knowledge Discovery from User Preferences in Conversational Recommendation.,2005,PKDD
Intelligent Interaction with the Real World.,2010,ECML/PKDD (1)
Traffic Jams Detection Using Flock Mining.,2011,ECML/PKDD (3)
Putting Things in Order: On the Fundamental Role of Ranking in Classification and Probability Estimation.,2007,ECML/PKDD
Parallel Spectral Clustering.,2008,ECML/PKDD (2)
M-Flash: Fast Billion-Scale Graph Computation Using a Bimodal Block Processing Model.,2016,ECML/PKDD (2)
Structure Is Informative: On Mining Structured Information Networks.,2010,ECML/PKDD (1)
Finding Association Rules That Trade Support Optimally against Confidence.,2001,PKDD
Motion Segmentation by Model-Based Clustering of Incomplete Trajectories.,2011,ECML/PKDD (2)
Manifold Coarse Graining for Online Semi-supervised Learning.,2011,ECML/PKDD (1)
Using Machine Learning Methods and Linguistic Features in Single-Document Extractive Summarization.,2016,DMNLP@PKDD/ECML
Algorithm Selection via Meta-learning and Sample-based Active Testing.,2015,MetaSel@PKDD/ECML
Flexible Sliding Windows for Kernel Regression Based Bus Arrival Time Prediction.,2015,ECML/PKDD (3)
Information Marginalization on Subgraphs.,2006,PKDD
Classification in Very High Dimensional Problems with Handfuls of Examples.,2007,PKDD
Tag Recommendations Based on Tracking Social Bookmarking Systems.,2009,DC@PKDD/ECML
Distribution-Free Learning of Bayesian Network Structure.,2008,ECML/PKDD (2)
Transparency and Predicive Power: Explaining Complex Classification Models.,2000,PKDD
Preference-Based Policy Learning.,2011,ECML/PKDD (1)
Practical Bayesian Inverse Reinforcement Learning for Robot Navigation.,2016,ECML/PKDD (3)
Knowledge Discovery with Qualitative Influences and Synergies.,1998,PKDD
Data Split Strategiesfor Evolving Predictive Models.,2015,ECML/PKDD (1)
Using Genetic Algorithms to Evolve a Rule Hierarchy.,1999,PKDD
A Data Mining Approach to the Joint Evaluation of Field and Manufacturing Data in Automotive Industry.,2006,PKDD
AutoPart: Parameter-Free Graph Partitioning and Outlier Detection.,2004,PKDD
Feature Weighting Using Margin and Radius Based Error Bound Optimization in SVMs.,2009,ECML/PKDD (1)
A Generalization of Forward-Backward Algorithm.,2009,ECML/PKDD (1)
Uncovering Fraud in Direct Marketing Data with a Fraud Auditing Case Builder.,2007,PKDD
Copula PC Algorithm for Causal Discovery from Mixed Data.,2016,ECML/PKDD (2)
Inner Ensembles: Using Ensemble Methods Inside the Learning Algorithm.,2013,ECML/PKDD (3)
Text Mining via Information Extraction.,1999,PKDD
Graph-Based Transduction with Confidence.,2012,ECML/PKDD (2)
Bayesian Nonparametric Inverse Reinforcement Learning.,2012,ECML/PKDD (2)
k-Version-Space Multi-class Classification Based onk-Consistency Tests.,2010,ECML/PKDD (3)
Attribute Discovery and Rough Sets.,1997,PKDD
Laplacian Hamiltonian Monte Carlo.,2016,ECML/PKDD (1)
The VC-Dimension of SQL Queries and Selectivity Estimation through Sampling.,2011,ECML/PKDD (2)
On the Lower Bound of Reconstruction Error for Spectral Filtering Based Privacy Preserving Data Mining.,2006,PKDD
Extracting Semantic Networks from Text Via Relational Clustering.,2008,ECML/PKDD (1)
A Multi-metric Index for Euclidean and Periodic Matching.,2005,PKDD
Aggregation Under Bias: Rényi Divergence Aggregation and Its Implementation via Machine Learning Markets.,2015,ECML/PKDD (1)
Fast Variational Bayesian Linear State-Space Model.,2013,ECML/PKDD (1)
A Generative Bayesian Model for Item and User Recommendation in Social Rating Networks with Trust Relationships.,2014,ECML/PKDD (1)
Harnessing the Strengths of Anytime Algorithms for Constant Data Streams.,2009,ECML/PKDD (1)
Accurate Recasting of Parameter Estimation Algorithms Using Sufficient Statistics for Efficient Parallel Speed-Up: Demonstrated for Center-Based Data Clustering Algorithms.,2000,PKDD
Self-Similar Layered Hidden Markov Models.,2001,PKDD
Influence Spread in Large-Scale Social Networks - A Belief Propagation Approach.,2012,ECML/PKDD (2)
Document Classification Through Interactive Supervision of Document and Term Labels.,2004,PKDD
Detecting Events in a Million New York Times Articles.,2010,ECML/PKDD (3)
A Projection-Based Framework for Classifier Performance Evaluation.,2008,ECML/PKDD (1)
A Community-Based Pseudolikelihood Approach for Relationship Labeling in Social Networks.,2011,ECML/PKDD (3)
Semi-supervised Learning Using an Unsupervised Atlas.,2014,ECML/PKDD (2)
A Procedure to Compute Prototypes for Data Mining in Non-structured Domains.,1998,PKDD
Model Reuse with Subgroup Discovery.,2015,DC@PKDD/ECML
Separability Index in Supervised Learning.,2002,PKDD
Don't Be Afraid of Simpler Patterns.,2006,PKDD
Involving Aggregate Functions in Multi-relational Search.,2002,PKDD
Learning from Demonstration Using MDP Induced Metrics.,2010,ECML/PKDD (2)
An Ensemble Learning Approach for the Kaggle Taxi Travel Time Prediction Challenge.,2015,DC@PKDD/ECML
Learning of Simple Conceptual Graphs from Positive and Negative Examples.,1999,PKDD
Generic Pattern Trees for Exhaustive Exceptional Model Mining.,2012,ECML/PKDD (2)
Lightweight Collaborative Filtering Method for Binary-Encoded Data.,2001,PKDD
Fusion of Meta-knowledge and Meta-data for Case-Based Model Selection.,2001,PKDD
An Auto-stopped Hierarchical Clustering Algorithm for Analyzing 3D Model Database.,2005,PKDD
Unsupervised Discretization Using Tree-Based Density Estimation.,2005,PKDD
Continuous Kernel Learning.,2016,ECML/PKDD (2)
Application of Data-Mining and Knowledge Discovery in Automotive Data Engineering.,2000,PKDD
Sampling-Based Data Mining Algorithms: Modern Techniques and Case Studies.,2014,ECML/PKDD (3)
Label-Noise Robust Logistic Regression and Its Applications.,2012,ECML/PKDD (1)
Parallel Knowledge Discovery Using Domain Generalization Graphs.,1997,PKDD
Novel Decompositions of Proper Scoring Rules for Classification: Score Adjustment as Precursor to Calibration.,2015,ECML/PKDD (1)
A KDD Process for Discrimination Discovery.,2016,ECML/PKDD (3)
Symbolic Representation of Time Series: A Hierarchical Coclustering Formalization.,2015,AALTD@PKDD/ECML
Robust Representation for Domain Adaptation in Network Security.,2015,ECML/PKDD (3)
A Probabilistic Ranking Approach for Tag Recommendation.,2009,DC@PKDD/ECML
Functional Bid Landscape Forecasting for Display Advertising.,2016,ECML/PKDD (1)
Characteristic Kernels on Structured Domains Excel in Robotics and Human Action Recognition.,2010,ECML/PKDD (1)
Continuous Time Bayesian Networks for Host Level Network Intrusion Detection.,2008,ECML/PKDD (2)
Automatically Detecting and Rating Product Aspects from Textual Customer Reviews.,2014,DMNLP@PKDD/ECML
Knowledge Discovery in Spatial Data by Means of ILP.,1998,PKDD
Learning and Inference in Probabilistic Classifier Chains with Beam Search.,2012,ECML/PKDD (1)
Visual Exploration of Genomic Data.,2007,PKDD
Local Roots: A Tree-Based Subgoal Discovery Method to Accelerate Reinforcement Learning.,2016,ECML/PKDD (2)
Searching for Relational Patterns in Data.,1997,PKDD
Ranking the Uniformity of Interval Pairs.,2008,ECML/PKDD (1)
VOGUE: A Novel Variable Order-Gap State Machine for Modeling Sequences.,2006,PKDD
Corpus-Based Neural Network Method for Explaining Unknown Words by WordNet Senses.,2005,PKDD
A Critical View on Automatic Significance-Filtering in Pattern Mining.,2014,SSDM@ECML/PKDD
A Space Efficient Solution to the Frequent String Mining Problem for Many Databases.,2008,ECML/PKDD (1)
h(odor): Interactive Discovery of Hypotheses on the Structure-Odor Relationship in Neuroscience.,2016,ECML/PKDD (3)
Compact Coding for Hyperplane Classifiers in Heterogeneous Environment.,2011,ECML/PKDD (3)
Hierarchical Document Clustering Based on Tolerance Rough Set Model.,2000,PKDD
Transfer Learning with Adaptive Regularizers.,2011,ECML/PKDD (3)
IICE: Web Tool for Automatic Identification of Chemical Entities and Interactions.,2015,ECML/PKDD (3)
Conference Mining via Generalized Topic Modeling.,2009,ECML/PKDD (1)
Consistency of Probabilistic Classifier Trees.,2016,ECML/PKDD (2)
Random Matrices in Data Analysis.,2004,PKDD
Nonstationary Gaussian Process Regression Using Point Estimates of Local Smoothness.,2008,ECML/PKDD (2)
Coupled Hierarchical Dirichlet Process Mixtures for Simultaneous Clustering and Topic Modeling.,2016,ECML/PKDD (2)
Statistical Hypothesis Testing in Positive Unlabelled Data.,2014,ECML/PKDD (3)
Efficient Sample Reuse in EM-Based Policy Search.,2009,ECML/PKDD (1)
Learning Parameters in Entity Relationship Graphs from Ranking Preferences.,2006,PKDD
Socially Enabled Preference Learning from Implicit Feedback Data.,2013,ECML/PKDD (2)
Is There a Best Quality Metric for Graph Clusters?,2011,ECML/PKDD (1)
Sequential Patterns of POS Labels Help to Characterize Language Acquisition.,2014,DMNLP@PKDD/ECML
"Euclidean Distances, Soft and Spectral Clustering on Weighted Graphs.",2010,ECML/PKDD (1)
A Time and Space Efficient Algorithm for Contextual Linear Bandits.,2013,ECML/PKDD (1)
An Algorithm for Multi-relational Discovery of Subgroups.,1997,PKDD
Sparse Bayesian Recurrent Neural Networks.,2015,ECML/PKDD (2)
Mining Weighted Association Rules for Fuzzy Quantitative Items.,2000,PKDD
A Classification Approach for Prediction of Target Events in Temporal Sequences.,2002,PKDD
Learning Semantically Coherent Rules.,2014,DMNLP@PKDD/ECML
ISOLLE: Locally Linear Embedding with Geodesic Distance.,2005,PKDD
Integrating Logical Reasoning and Probabilistic Chain Graphs.,2009,ECML/PKDD (1)
Segment and Combine Approach for Non-parametric Time-Series Classification.,2005,PKDD
Discovery of Decision Rules from Databases: An Evolutionary Approach.,1998,PKDD
Real Time Detection and Tracking of Spatial Event Clusters.,2015,ECML/PKDD (3)
Exact and Approximate Inference for Annotating Graphs with Structural SVMs.,2008,ECML/PKDD (1)
Differentially Private User Data Perturbation with Multi-level Privacy Controls.,2016,ECML/PKDD (2)
Score As You Lift (SAYL): A Statistical Relational Learning Approach to Uplift Modeling.,2013,ECML/PKDD (3)
Entropy and Margin Maximization for Structured Output Learning.,2010,ECML/PKDD (3)
Identification of ECG Arrhythmias Using Phase Space Reconstruction.,2001,PKDD
A Relational Data Mining Tool Based On Genetic Programming.,1998,PKDD
Applying Electromagnetic Field Theory Concepts to Clustering with Constraints.,2009,ECML/PKDD (1)
Local Outlier Detection with Interpretation.,2013,ECML/PKDD (3)
Learning Bidirectional Similarity for Collaborative Filtering.,2008,ECML/PKDD (1)
Biological Sequence Data Mining.,2001,PKDD
The Stochastic Gradient Descent for the Primal L1-SVM Optimization Revisited.,2013,ECML/PKDD (3)
Quality Scheme Assessment in the Clustering Process.,2000,PKDD
Cross-Domain Recommendation via Cluster-Level Latent Factor Model.,2013,ECML/PKDD (2)
Algorithms for Mining Share Frequent Itemsets Containing Infrequent Subsets.,2000,PKDD
Learning Compact and Effective Distance Metrics with Diversity Regularization.,2015,ECML/PKDD (1)
Generating Dynamic Higher-Order Markov Models in Web Usage Mining.,2005,PKDD
Huber-Norm Regularization for Linear Prediction Models.,2016,ECML/PKDD (1)
A Unifying View of Multiple Kernel Learning.,2010,ECML/PKDD (2)
A Hybrid Knowledge Discovery Approach for Mining Predictive Biomarkers in Metabolomic Data.,2016,ECML/PKDD (1)
Gaussian Process Pseudo-Likelihood Models for Sequence Labeling.,2016,ECML/PKDD (1)
Adaptive Active Classification of Cell Assay Images.,2006,PKDD
A Two-Step Learning Approach for Solving Full and Almost Full Cold Start Problems in Dyadic Prediction.,2014,ECML/PKDD (2)
Combining Discrete Algorithmic and Probabilistic Approaches in Data Mining.,2001,PKDD
adaQN: An Adaptive Quasi-Newton Algorithm for Training RNNs.,2016,ECML/PKDD (1)
An Improved Multi-task Learning Approach with Applications in Medical Diagnosis.,2008,ECML/PKDD (1)
Language Support for Temporal Data Mining.,1998,PKDD
Actively Transfer Domain Knowledge.,2008,ECML/PKDD (2)
Transductive Minimax Probability Machine.,2014,ECML/PKDD (1)
Warped Matrix Factorisation for Multi-view Data Integration.,2016,ECML/PKDD (2)
Fast Inbound Top-K Query for Random Walk with Restart.,2015,ECML/PKDD (2)
Exact Hybrid Covariance Thresholding for Joint Graphical Lasso.,2015,ECML/PKDD (2)
Generalized Modularity for Community Detection.,2015,ECML/PKDD (2)
A Comparison of Model Selection Procedures for Predicting Turning Points in Financial Time Series.,1999,PKDD
Unsupervised Modeling of Partially Observable Environments.,2011,ECML/PKDD (1)
An Experimental Comparison of Hybrid Algorithms for Bayesian Network Structure Learning.,2012,ECML/PKDD (1)
Deriving Class Association Rules Based on Levelwise Subspace Clustering.,2005,PKDD
The Evolution of Social Relationships and Strategies Across the Lifespan.,2015,ECML/PKDD (3)
Active Learning for Support Vector Machines with Maximum Model Change.,2014,ECML/PKDD (1)
Forest-Based Point Process for Event Prediction from Electronic Health Records.,2013,ECML/PKDD (3)
Example-dependent Basis Vector Selection for Kernel-Based Classifiers.,2010,ECML/PKDD (3)
Evaluating the Correlation Between Objective Rule Interestingness Measures and Real Human Interest.,2005,PKDD
A Convex Method for Locating Regions of Interest with Multi-instance Learning.,2009,ECML/PKDD (2)
Generalization in Unsupervised Learning.,2015,ECML/PKDD (1)
SNOUT: An Intelligent Assistant for Exploratory Data Anaylsis.,1997,PKDD
Closed Non-derivable Itemsets.,2006,PKDD
Privacy Preserving Semi-supervised Learning for Labeled Graphs.,2011,ECML/PKDD (1)
Soft Margin Trees.,2009,ECML/PKDD (1)
Providing Advice to Website Designers Towards Effective Websites Re-Organization.,2000,PKDD
PULSE: A Real Time System for Crowd Flow Prediction at Metropolitan Subway Stations.,2016,ECML/PKDD (3)
Adaptive Model Rules from Data Streams.,2013,ECML/PKDD (1)
An Empirical Comparison of Exact Nearest Neighbour Algorithms.,2007,PKDD
Kernels for Link Prediction with Latent Feature Models.,2011,ECML/PKDD (2)
Joint Semi-supervised Similarity Learning for Linear Classification.,2015,ECML/PKDD (1)
Empirical Study of Relational Learning Algorithms in the Phase Transition Framework.,2009,ECML/PKDD (1)
NDPMine: Efficiently Mining Discriminative Numerical Features for Pattern-Based Classification.,2010,ECML/PKDD (2)
ASV Monitor: Creating Comparability of Machine Learning Methods for Content Analysis.,2012,ECML/PKDD (2)
Mining Graph Evolution Rules.,2009,ECML/PKDD (1)
Unsupervised Bayesian Part of Speech Inference with Particle Gibbs.,2012,ECML/PKDD (1)
TOPTMH: Topology Predictor for Transmembrane alpha-Helices.,2008,ECML/PKDD (1)
Combining Data and Knowledge by MaxEnt-Optimization of Probability Distributions.,1999,PKDD
Word Sense Disambiguation for Exploiting Hierarchical Thesauri in Text Classification.,2005,PKDD
Ensemble Feature Ranking.,2004,PKDD
Multi-task Feature Selection Using the Multiple Inclusion Criterion (MIC).,2009,ECML/PKDD (1)
ARTEMIS: Assessing the Similarity of Event-Interval Sequences.,2011,ECML/PKDD (2)
SD-Map - A Fast Algorithm for Exhaustive Subgroup Discovery.,2006,PKDD
Transductive Learning for Text Classification Using Explicit Knowledge Models.,2006,PKDD
Bivariate Decision Trees.,1997,PKDD
Rule Induction for Classification of Gene Expression Array Data.,2002,PKDD
Massively Parallel Feature Selection: An Approach Based on Variance Preservation.,2012,ECML/PKDD (1)
Fast ALS-Based Tensor Factorization for Context-Aware Recommendation from Implicit Feedback.,2012,ECML/PKDD (2)
Constraint-Based Mining of Sequential Patterns over Datasets with Consecutive Repetitions.,2003,PKDD
Learning Monotone Nonlinear Models Using the Choquet Integral.,2011,ECML/PKDD (3)
On Structured Output Training: Hard Cases and an Efficient Alternative.,2009,ECML/PKDD (1)
Efficient Classification from Multiple Heterogeneous Databases.,2005,PKDD
Hierarchical Sparse Dictionary Learning.,2015,ECML/PKDD (2)
Efficient Confident Search in Large Review Corpora.,2010,ECML/PKDD (2)
Heterogeneous Stream Processing and Crowdsourcing for Traffic Monitoring: Highlights.,2014,ECML/PKDD (3)
A Prediction-Based Visual Approach for Cluster Exploration and Cluster Validation by HOV3.,2007,PKDD
Opinion Formation by Voter Model with Temporal Decay Dynamics.,2012,ECML/PKDD (2)
Long-Term Learning for Web Search Engines.,2002,PKDD
Conic Multi-task Classification.,2014,ECML/PKDD (2)
The Most Reliable Subgraph Problem.,2007,PKDD
A Modified and Fast Perceptron Learning Rule and its Use for Tag Recommendations in Social Bookmarking Systems.,2009,DC@PKDD/ECML
On the Stratification of Multi-label Data.,2011,ECML/PKDD (3)
A General Measure of Rule Interestingness.,2001,PKDD
Infinitely Many-Armed Bandits with Unknown Value Distribution.,2014,ECML/PKDD (1)
Active Evaluation of Ranking Functions Based on Graded Relevance.,2012,ECML/PKDD (2)
Active Learning for Reward Estimation in Inverse Reinforcement Learning.,2009,ECML/PKDD (2)
Experimental Design in Dynamical System Identification: A Bandit-Based Active Learning Approach.,2014,ECML/PKDD (2)
Multi-relational Decision Tree Induction.,1999,PKDD
Nonparametric Bayesian Clustering Ensembles.,2010,ECML/PKDD (3)
"Next Generation Data Mining Tools: Power Laws and Self-similarity for Graphs, Streams and Traditional Data.",2003,PKDD
Assessing Nonlinear Granger Causality from Multivariate Time Series.,2008,ECML/PKDD (2)
Mining Lemma Disambiguation Rules from Czech Corpora.,1999,PKDD
Discriminative Clustering for Content-Based Tag Recommendation in Social Bookmarking Systems.,2009,DC@PKDD/ECML
Parametric Approximation Algorithms for High-Dimensional Euclidean Similarity.,2001,PKDD
L-SME: A System for Mining Loosely Structured Motifs.,2011,ECML/PKDD (3)
Choose Your Words Carefully: An Empirical Study of Feature Selection Metrics for Text Classification.,2002,PKDD
Accelerating Model Selection with Safe Screening for L 1-Regularized L 2-SVM.,2014,ECML/PKDD (3)
Text Mining for Finding Functional Community of Related Genes Using TCM Knowledge.,2004,PKDD
Viral Marketing for Product Cross-Sell through Social Networks.,2012,ECML/PKDD (2)
Graph-Margin Based Multi-label Feature Selection.,2016,ECML/PKDD (1)
Mining Peculiar Compositions of Frequent Substrings from Sparse Text Data Using Background Texts.,2009,ECML/PKDD (1)
Evaluation of Rule Interestingness Measures with a Clinical Dataset on Hepatitis.,2004,PKDD
Structure Pattern Analysis and Cascade Prediction in Social Networks.,2016,ECML/PKDD (1)
A Collaborative Filtering Framework Based on Both Local User Similarity and Global User Similarity.,2008,ECML/PKDD (1)
Using Signature Files for Querying Time-Series Data.,1997,PKDD
Exceptional Model Mining.,2008,ECML/PKDD (2)
Error-Bounded Approximations for Infinite-Horizon Discounted Decentralized POMDPs.,2014,ECML/PKDD (1)
Discovering Opinion Spammer Groups by Network Footprints.,2015,ECML/PKDD (1)
The Pronciple of Transformation between Efficiency and Effectiveness: Towards a Fair Evaluation of the Cost-Effectiveness of KDD Techniques.,1997,PKDD
A Peculiarity-based Exploration of Syntactical Patterns: a Computational Study of Stylistics.,2015,DMNLP@PKDD/ECML
Error Prediction with Partial Feedback.,2013,ECML/PKDD (2)
Minimum Free Energy Principle for Constraint-Based Learning Bayesian Networks.,2009,ECML/PKDD (1)
Context-Based Similarity Measures for Categorical Databases.,2000,PKDD
Learning Binary Codes with Bagging PCA.,2014,ECML/PKDD (2)
Information Extraction in Structured Documents Using Tree Automata Induction.,2002,PKDD
Clustering via Mode Seeking by Direct Estimation of the Gradient of a Log-Density.,2014,ECML/PKDD (3)
A Game Theoretic Framework for Data Privacy Preservation in Recommender Systems.,2011,ECML/PKDD (1)
Monitoring Short Term Changes of Malaria Incidence in Uganda with Gaussian Processes.,2015,AALTD@PKDD/ECML
Policy Search for Path Integral Control.,2014,ECML/PKDD (1)
Generating Social Network Features for Link-Based Classification.,2007,PKDD
Data-Driven Exploration of Real-Time Geospatial Text Streams.,2015,ECML/PKDD (3)
Multiview Semi-supervised Learning for Ranking Multilingual Documents.,2011,ECML/PKDD (3)
Preference Elicitation and Inverse Reinforcement Learning.,2011,ECML/PKDD (3)
Mining with Cover and Extension Operators.,2000,PKDD
Matching Partitions over Time to Reliably Capture Local Clusters in Noisy Domains.,2007,PKDD
Network Reconstruction for the Identification of miRNA: mRNA Interaction Networks.,2014,ECML/PKDD (3)
Nowcasting with Numerous Candidate Predictors.,2014,ECML/PKDD (1)
A Data Set Oriented Approach for Clustering Algorithm Selection.,2001,PKDD
Anti Imitation-Based Policy Learning.,2016,ECML/PKDD (2)
Text Categorisation Using Document Profiling.,2003,PKDD
Automated Discovery of Rules and Exeptions from Distributed Databases Using Aggregates.,1999,PKDD
Handling KDD Process Changes by Incremental Replanning.,1998,PKDD
On a Few Recent Developments in Meta-Learning for Algorithm Ranking and Selection.,2015,MetaSel@PKDD/ECML
Statistical Relational Learning: An Inductive Logic Programming Perspective.,2005,PKDD
Real-World Learning with Markov Logic Networks.,2004,PKDD
Comparison of Three Objective Functions for Conceptual Clustering.,2001,PKDD
Probabilistic Programming in Anglican.,2015,ECML/PKDD (3)
Efficient Training of Graph-Regularized Multitask SVMs.,2012,ECML/PKDD (1)
Experience STORIES: A Visual News Search and Summarization System.,2010,ECML/PKDD (3)
Improving Maximum Margin Matrix Factorization.,2008,ECML/PKDD (1)
Two Heads Better Than One: Pattern Discovery in Time-Evolving Multi-aspect Data.,2008,ECML/PKDD (1)
The SPMF Open-Source Data Mining Library Version 2.,2016,ECML/PKDD (3)
Weighted Average Pointwise Mutual Information for Feature Selection in Text Categorization.,2005,PKDD
Topic Models Conditioned on Relations.,2010,ECML/PKDD (3)
Transferred Dimensionality Reduction.,2008,ECML/PKDD (2)
